NAME,MEM.SHIP
A1BG,0.623173367508987
A2ML1,0.688485153670665
A4GALT,0.563838452195029
AAAS,0.821830027580126
AACS,0.796280664795457
AAGAB,0.901068490837642
AAMP,0.832854803811379
AARSD1,0.761655431248154
AASDHPPT,0.671186687886183
ABCA12,0.870407584787308
ABCA13,0.940690202778019
ABCB6,0.853166778238773
ABCB9,0.98335216272072
ABCC1,0.602107931248962
ABCC10,0.749672639359169
ABCC5,0.978374084026385
ABCE1,0.664731335039371
ABCF2,0.908718387802075
ABCF3,0.983471768996219
ABHD10,0.724935671340943
ABHD11,0.881635351873336
ABT1,0.601397418877232
ACAN,0.635627361658849
ACBD6,0.808797693011495
ACBD7,0.615386733131739
ACN9,0.745351052811362
ACOT11,0.842038591015218
ACOT7,0.830446240063277
ACP1,0.751082721454674
ACPL2,0.821608653216601
ACTL6A,0.942702179178753
ACTR2,0.623568324742339
ACTR3,0.593156364376962
ACTR3B,0.79079752485005
ACTR5,0.909996545856893
ACTR6,0.945429938199633
ACVR1,0.57900816503642
ACVR1C,0.958672094881052
ACYP1,0.893924330595882
ADAL,0.797608622153149
ADAM12,0.967738347658661
ADAM6,0.568728865143251
ADAMDEC1,0.956319660528792
ADAMTS18,0.677611525355131
ADAMTS20,0.929611094035109
ADAMTSL5,0.833207275006757
ADAT2,0.874565972788992
ADAT3,0.83668628228677
ADCK2,0.708936246794575
ADCY10,0.652247762214977
ADD2,0.636264462696477
ADH7,0.947663548085875
ADM,0.954487673435785
ADM2,0.893888895133336
ADNP,0.803163503506733
ADORA2B,0.589558326625485
ADPRHL1,0.671477968978266
ADSL,0.669183732375625
ADSS,0.967075742165775
AEBP2,0.98611362122835
AEN,0.813973308515156
AGAP1,0.887180592398391
AGK,0.92144264990337
AGL,0.719476897227582
AGMAT,0.746265491258014
AHCTF1,0.733689381221218
AHCY,0.776717166631663
AHSA1,0.723581409934821
AHSA2,0.608659876069917
AHSG,0.922551841812174
AIFM3,0.845578310060465
AIM1L,0.887488837626255
AIM2,0.953136234287577
AIMP1,0.838253768502527
AIMP2,0.854917668822672
AKR1B10,0.941738951509259
AKR1B15,0.866335571730111
AKR1C3,0.926773007745236
AKT1S1,0.662633447768431
AKT2,0.784540757934269
ALDH18A1,0.922450203354498
ALDH1B1,0.794839743651553
ALDH3B2,0.901778315580869
ALDOA,0.825526234877869
ALDOC,0.954525606435048
ALG10,0.78178169115297
ALG1L,0.920723033646007
ALG3,0.975611000725684
ALG6,0.902554257394352
ALKBH2,0.909600586463973
ALKBH3,0.814906210731864
ALKBH4,0.879517826436722
ALKBH6,0.937486635930021
ALOX12,0.858618197842668
ALOX12P2,0.952442312062704
AMMECR1,0.978065715949653
AMMECR1L,0.675760044492099
AMPD2,0.841974824470074
AMZ2,0.858158269791778
AMZ2P1,0.871571761756341
ANAPC7,0.987008978766355
ANKIB1,0.973515620796595
ANKK1,0.700896048740364
ANKLE2,0.916031573001098
ANKRD16,0.959848005050649
ANKRD22,0.940608862316879
ANKRD26,0.624218597727481
ANKRD39,0.796368514395361
ANKRD49,0.849925978997075
ANKRD52,0.971055596248938
ANKRD9,0.765365249221536
ANKZF1,0.732012421393475
ANLN,0.989853209466536
ANP32E,0.773524411010357
AP1AR,0.819050049081775
AP1S1,0.738430201221226
AP2M1,0.698898477708731
AP2S1,0.815402528289078
AP3B2,0.926450656626683
AP3M2,0.571012191212244
AP4M1,0.580765896151149
APBA3,0.81337379913173
APEX2,0.992839119296603
APOA1BP,0.640330176038591
APOBEC3B,0.964171414701811
APOBEC3C,0.762340599191879
APOBEC3F,0.75365075209494
APOO,0.853474485210708
APPL2,0.625496073306636
ARF3,0.717201901931102
ARF5,0.72957417172523
ARF6,0.573878200926678
ARG2,0.758635345134586
ARHGAP11A,0.980740522403832
ARHGAP39,0.785626268618963
ARHGEF16,0.709834135600326
ARHGEF19,0.935055560774274
ARHGEF35,0.742094793983367
ARHGEF5,0.85571349771148
ARID2,0.741233438443136
ARL10,0.734055984584782
ARL16,0.833016163838379
ARL4C,0.781862326363394
ARL5B,0.696482877257738
ARL6IP1,0.777266120537452
ARL6IP6,0.945973036810872
ARMC6,0.884531029511207
ARNTL2,0.97490313496306
ARPC5L,0.930881601479929
ARTN,0.965258272480604
ASCC2,0.812718314886785
ASCC3,0.883445192911235
ASCL2,0.712386977650452
