"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-6798695","Neutrophil degranulation","67/622","406/7686",7.85341963556751e-09,4.22103312346148e-06,3.78022625265273e-06,"ACAA1/AGPAT2/ANO6/ANPEP/ARHGAP9/ASAH1/ATP11A/ATP8A1/B2M/C3/C3AR1/CD14/CD300A/CD47/CD55/CD59/CD63/CEACAM6/CHIT1/COTL1/CR1/CRISPLD2/CST3/CTSD/DOK3/ENPP4/FCGR2A/FGL2/FUCA1/GCA/ADGRG3/HLA-C/ARHGAP45/HP/IQGAP2/ITGB2/LGALS3/LPCAT1/LRG1/MMP25/MVP/NFASC/NPC2/ORM1/PGM1/PIGR/PRKCD/PTPRN2/QSOX1/RAB27A/RAB31/RAB37/RAP1A/RHOA/RHOF/SDCBP/SELL/SERPINA1/SERPINB6/SPTAN1/STK10/TCIRG1/TIMP2/TLR2/TMEM173/TNFRSF1B/VAT1",67
"R-HSA-109582","Hemostasis","75/622","477/7686",8.34196269458791e-09,4.22103312346148e-06,3.78022625265273e-06,"ANXA5/APBB1IP/APLP2/ATP2A3/CD47/CD48/CD63/CD74/CD84/CEACAM6/CLU/DOCK10/DOCK9/F13A1/FGA/FGG/FYN/GNA14/GNAI2/GNG2/HGF/JCHAIN/INPP5D/IRF1/ITGA1/ITGA10/ITGA3/ITGA4/ITGB2/ITIH4/ITPR1/ITPR2/JAK2/JMJD1C/KCNMB1/KIF12/KIF13B/KIF9/LCP2/LHFPL2/MAFK/MAPK3/MGLL/MICAL1/MRVI1/NOS3/ORM1/PDE3A/PDE3B/PIK3CG/PLEK/PRKCB/PRKCD/QSOX1/RAC2/RAP1A/RHOA/RHOB/SDC4/SELL/SERPINA1/SERPINB6/SERPIND1/SERPINF2/SH2B3/SLC8A1/TBXA2R/TFPI/THBS1/TLN1/TNFRSF10D/TREM1/TRPC6/TTN/VEGFC",75
"R-HSA-388396","GPCR downstream signalling","63/622","404/7686",1.98161886065191e-07,6.68466095659913e-05,5.98657487375894e-05,"ABR/ADCY6/ADCY7/ADORA2A/AKAP13/ARHGEF17/ARHGEF2/ARHGEF3/C3/C3AR1/C5/CCL13/CCL20/CCL4/CCR1/CCR2/CCR5/CCR6/CX3CL1/CXCL5/CYP4V2/CYSLTR1/FFAR2/FPR3/GNA14/GNAI2/GNG2/GPR132/GPR183/GPR39/GPSM3/ITPR1/ITPR2/LRP1/LRP2/MAPK3/MGLL/PDE3A/PDE3B/PDE4A/PDE4B/PDE4D/PDE7B/PIK3CG/PLCB2/PPP1R1B/PRKCB/PRKCD/PTGER2/REEP5/RGS11/RGS2/RGS3/RGS9/RHOA/RHOB/RPS6KA1/RPS6KA2/S1PR2/SCTR/SDC4/TBXA2R/TRPC6",63
"R-HSA-372790","Signaling by GPCR","66/622","446/7686",7.17939143903545e-07,0.000181638603407597,0.000162669895500251,"ABR/ADCY6/ADCY7/ADORA2A/AKAP13/ARHGEF17/ARHGEF2/ARHGEF3/C3/C3AR1/C5/CCL13/CCL20/CCL4/CCR1/CCR2/CCR5/CCR6/CD55/CX3CL1/CXCL5/CYP4V2/CYSLTR1/FFAR2/FPR3/FZD5/GNA14/GNAI2/GNG2/GPR132/GPR183/GPR39/GPSM3/ITPR1/ITPR2/PLPPR4/LRP1/LRP2/MAPK3/MGLL/PDE3A/PDE3B/PDE4A/PDE4B/PDE4D/PDE7B/PIK3CG/PLCB2/PPP1R1B/PRKCB/PRKCD/PTGER2/REEP5/RGS11/RGS2/RGS3/RGS9/RHOA/RHOB/RPS6KA1/RPS6KA2/S1PR2/SCTR/SDC4/TBXA2R/TRPC6",66
"R-HSA-6783783","Interleukin-10 signaling","14/622","39/7686",1.00308016285146e-06,0.000203023424961136,0.000181821477940023,"CCL20/CCL3/CCL4/CCR1/CCR2/CCR5/CD80/CSF1/ICAM1/IL10RA/IL1R1/LIF/PTGS2/TNFRSF1B",14
"R-HSA-76002","Platelet activation, signaling and aggregation","38/622","213/7686",2.36410058343792e-06,0.000398744965073195,0.000357103614445622,"ANXA5/APBB1IP/APLP2/CD63/CLU/F13A1/FGA/FGG/FYN/GNA14/GNAI2/GNG2/HGF/ITIH4/ITPR1/ITPR2/LCP2/LHFPL2/MAPK3/MGLL/ORM1/PIK3CG/PLEK/PRKCB/PRKCD/QSOX1/RAC2/RAP1A/RHOA/RHOB/SERPINA1/SERPINF2/TBXA2R/THBS1/TLN1/TRPC6/TTN/VEGFC",38
"R-HSA-198933","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","21/622","86/7686",3.17931890108385e-06,0.000459638675413837,0.000411638131403488,"B2M/C3/CD247/CD300A/FCGR2B/HLA-C/HLA-F/HLA-G/ICAM1/ICAM3/ICAM5/ITGA4/ITGB2/KLRB1/KLRD1/LILRB5/NPDC1/SELL/SIGLEC12/SIGLEC8/TREM1",21
"R-HSA-449147","Signaling by Interleukins","54/622","371/7686",1.27882889779363e-05,0.00161771855570895,0.001448778527632,"CCL20/CCL3/CCL4/CCR1/CCR2/CCR5/CD80/CEBPD/CISH/CSF1/CSF1R/CSF2RA/DUSP6/F13A1/FYN/HAVCR2/HGF/ICAM1/IL10RA/IL11RA/IL16/IL17RE/IL1R1/IL2RG/IL32/IL4R/IL6R/IL6ST/IL7/INPP5D/IRAK3/ITGB2/JAK2/LIF/MAOA/MAPK3/MCL1/MEF2C/MSN/MUC1/MYD88/NFKBIA/NOD1/OSM/PTGS2/RHOU/RORC/RPS6KA1/RPS6KA2/SIGIRR/STAT4/STAT5A/TEC/TNFRSF1B",54
"R-HSA-399955","SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion","7/622","14/7686",4.55553502676627e-05,0.00512244605231941,0.00458750369362078,"FES/FYN/NRP1/PLXNA2/PLXNA4/RND1/TLN1",7
"R-HSA-5173105","O-linked glycosylation","18/622","84/7686",0.000102924510540387,0.0104159604666872,0.00932821090266035,"ADAMTS10/ADAMTS15/ADAMTS4/ADAMTS9/B4GAT1/B3GNT7/B3GNT8/GALNT10/GALNT5/MUC1/MUC15/MUC21/MUC5B/SPON1/ST3GAL2/ST6GALNAC4/THBS1/GALNT17",18
"R-HSA-418594","G alpha (i) signalling events","34/622","221/7686",0.000183210421082203,0.0168553587395626,0.0150951361293566,"ADCY6/ADCY7/C3/C3AR1/C5/CCL13/CCL20/CCL4/CCR1/CCR2/CCR5/CCR6/CX3CL1/CXCL5/CYP4V2/FPR3/GNAI2/GNG2/GPR183/GPSM3/ITPR1/ITPR2/LRP1/LRP2/PDE4A/PDE4B/PDE4D/PLCB2/PPP1R1B/PRKCD/RGS11/RGS9/S1PR2/SDC4",34
"R-HSA-977606","Regulation of Complement cascade","9/622","28/7686",0.000238583802695854,0.0175926456409379,0.0157554273942662,"C3/C3AR1/C5/CD55/CD59/CFH/CFI/CLU/CR1",9
"R-HSA-166658","Complement cascade","10/622","34/7686",0.000245946207968558,0.0175926456409379,0.0157554273942662,"C3/C3AR1/C5/CD55/CD59/CFH/CFI/CLU/CR1/GZMM",10
"R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling","18/622","90/7686",0.000259057933497197,0.0175926456409379,0.0157554273942662,"CEBPD/F13A1/HGF/ICAM1/IL2RG/IL4R/IL6R/ITGB2/JAK2/LIF/MAOA/MCL1/MUC1/OSM/PTGS2/RHOU/RORC/TNFRSF1B",18
"R-HSA-216083","Integrin cell surface interactions","16/622","75/7686",0.00026076055791904,0.0175926456409379,0.0157554273942662,"CD47/COL8A1/FGA/FGG/ICAM1/ICAM3/ICAM5/ITGA1/ITGA10/ITGA3/ITGA4/ITGA7/ITGA9/ITGB2/KDR/THBS1",16
"R-HSA-76005","Response to elevated platelet cytosolic Ca2+","20/622","110/7686",0.000455273331558001,0.0287960382210436,0.0257888380573315,"ANXA5/APLP2/CD63/CLU/F13A1/FGA/FGG/HGF/ITIH4/LHFPL2/ORM1/PLEK/PRKCB/QSOX1/SERPINA1/SERPINF2/THBS1/TLN1/TTN/VEGFC",20
