,logFC,logCPM,LR,PValue,FDR,direction
KANK3,-3.94781466001094,3.33485282189681,1300.11668917195,1.06626099674021e-284,1.39083084414793e-280,down
LDB2,-3.59290384236052,4.2980272656684,1156.52538071668,1.71274321590299e-253,1.11705112541193e-249,down
ACVRL1,-3.28085825325617,5.5665203782456,1092.01022126697,1.80062499837486e-239,7.82911749293391e-236,down
SH2D3C,-3.2279266771998,4.96605124695607,1086.58569007861,2.71909662574209e-238,8.86697409654496e-235,down
CDCA5,4.63126980618494,5.70444374045823,1034.3054715668,6.27505184945335e-227,1.63703552648539e-223,up
ROBO4,-3.73540863158107,5.08229815049327,1028.2997381879,1.26767480752576e-225,2.755925031561e-222,down
KIF23,4.29798128957952,5.5298646934413,1025.67317862315,4.71967734074246e-225,8.79478160466352e-222,up
RAMP3,-3.76783106053344,4.54274191798292,1011.16299425117,6.72739116621963e-222,1.09690112965211e-218,down
ESAM,-3.22866511342538,5.42873103520797,1005.01533805842,1.45920021711722e-220,2.11486751467523e-217,down
KIF4A,5.29443573343945,5.42593904413921,1002.23475936492,5.86827285240942e-220,7.65457510868284e-217,up
ARHGEF15,-3.56562689612303,3.70228931351619,993.120731345739,5.61792693444851e-218,6.66183990299512e-215,down
CLEC3B,-5.12725666457153,5.37300008464781,987.469337935002,9.50598878085422e-217,1.03330098047885e-213,down
NEK2,5.35212774502263,4.89361799356002,987.179719224044,1.09888126811966e-216,1.10260055856561e-213,up
RAMP2,-3.54192648195867,4.33096167981403,970.760802046768,4.07293920931286e-213,3.79481564616264e-210,down
SCARF1,-2.6088880115352,4.09292209193855,966.852939835444,2.87980798244428e-212,2.50428102153355e-209,down
EXO1,5.31845668498565,4.36301083630046,961.298842211803,4.64161297703195e-211,3.7840749795253e-208,up
TTK,5.54005423568995,5.06972038119197,952.614621248758,3.5841818689533e-209,2.75012166462511e-206,up
CDH5,-3.56966354728296,5.95995314612053,942.818266128565,4.82926947241301e-207,3.49961061100863e-204,down
NCAPH,4.89017943203899,5.31042100248525,940.285785586254,1.71547908129657e-206,1.17772153349645e-203,up
MYCT1,-3.24398835363848,3.32689689495293,930.049065097961,2.88159528903582e-204,1.87937644750916e-201,down
CCNB2,4.9463404760468,5.69765477750847,927.89169080393,8.48406659187544e-204,5.26981736306777e-201,up
GIMAP8,-3.20108225960215,4.44703605741916,927.146605447977,1.23188838486683e-203,7.30397822372861e-201,down
HJURP,5.50563370176184,5.18347287787992,920.590551859511,3.27897375284322e-202,1.85960581009074e-199,up
STARD8,-3.04884168716476,3.42783935710578,916.864947118337,2.11651522109011e-201,1.15032602266248e-198,down
TROAP,5.47819587950256,4.90727244649238,916.110770345483,3.08721662207911e-201,1.610786144736e-198,up
CENPA,5.51064453956476,4.11977458244526,908.436968201774,1.43791985027541e-199,7.21393327961249e-197,up
