"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-109582","Hemostasis","69/597","477/7686",1.95618495807577e-07,0.00020266076165665,0.000185734613914142,"ANXA5/APLP2/ATP2A3/CABLES1/CD47/CD48/CD63/CD74/CD84/CEACAM6/CLU/DOCK10/DOCK6/DOCK9/F13A1/FGA/FGG/FYN/GNA14/GNAI2/GUCY1A1/HGF/JCHAIN/INPP5D/ITGA1/ITGA10/ITGA3/ITGA4/ITGB2/ITIH4/ITPR1/ITPR2/JMJD1C/KCNMB1/KIF12/KIF13B/KIF9/LCP2/MAFK/MAPK3/MGLL/MICAL1/MRVI1/NOS3/ORM1/PDE3A/PDE3B/PIK3CG/PIK3R1/PRKCB/PRKCD/PRKCZ/QSOX1/RAPGEF3/RHOB/SDC4/SELL/SERPINA1/SERPINB6/SERPIND1/SERPINF2/SH2B3/TFPI/THBS1/TLN1/TNFRSF10D/TREM1/TRPC6/TUBA1A",69
"R-HSA-6798695","Neutrophil degranulation","59/597","406/7686",1.3883845530561e-06,0.000719183198483059,0.00065911729834558,"AGPAT2/ANO6/ANPEP/ASAH1/ATP11A/ATP8A1/C3/CD14/CD47/CD55/CD59/CD63/CEACAM6/CHIT1/COTL1/CR1/CRISPLD2/CST3/CTSD/CTSH/DOK3/ENPP4/FCGR2A/FGL2/FUCA1/GCA/ADGRG3/HLA-C/ARHGAP45/HP/IQGAP2/ITGB2/LGALS3/LPCAT1/LRG1/LYZ/MVP/NPC2/ORM1/PGM1/PIGR/PRKCD/PTPRN2/QSOX1/RAB27A/RAB31/RAB37/RHOF/SDCBP/SELL/SERPINA1/SERPINB6/SLC44A2/SPTAN1/TIMP2/TLR2/TMEM173/TNFRSF1B/VAT1",59
"R-HSA-977606","Regulation of Complement cascade","10/597","28/7686",2.69045320544334e-05,0.00802809442188467,0.00735759110804712,"C3/C4BPA/C5/CD55/CD59/CD81/CFH/CFI/CLU/CR1",10
"R-HSA-166658","Complement cascade","11/597","34/7686",3.09965035594003e-05,0.00802809442188467,0.00735759110804712,"C3/C4BPA/C5/CD55/CD59/CD81/CFH/CFI/CLU/CR1/GZMM",11
"R-HSA-5173105","O-linked glycosylation","18/597","84/7686",6.04347837532347e-05,0.0116732008073406,0.0106982596303812,"ADAMTS10/ADAMTS15/ADAMTS9/B4GAT1/B3GNT7/B3GNT8/GALNT10/GALNT12/GALNT5/MUC1/MUC15/MUC21/MUC5B/SPON1/ST3GAL2/ST6GALNAC4/THBS1/GALNT17",18
"R-HSA-449147","Signaling by Interleukins","50/597","371/7686",7.14147369220217e-05,0.0116732008073406,0.0106982596303812,"CCL3/CCR2/CD80/CEBPD/CISH/CSF1/CSF1R/CSF2RA/DUSP3/DUSP6/F13A1/FYN/GAB2/HGF/ICAM1/IL10RA/IL11RA/IL17RE/IL1R1/IL32/IL4R/IL6R/IL6ST/INPP5D/IRAK3/ITGB2/JUN/LIF/MAOA/MAPK3/MCL1/MEF2C/MSN/MUC1/MYD88/NDN/NFKBIA/NOD1/OSM/PIK3R1/PTGS2/RHOU/RORC/RPS6KA1/RPS6KA2/SIGIRR/STAT4/STAT5A/TEC/TNFRSF1B",50
"R-HSA-198933","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","18/597","86/7686",8.37237393158637e-05,0.0116732008073406,0.0106982596303812,"C3/CD1C/CD22/CD81/HLA-C/HLA-F/HLA-G/ICAM1/ICAM5/ITGA4/ITGB2/KLRB1/LILRB5/NPDC1/SELL/SIGLEC12/SIGLEC8/TREM1",18
"R-HSA-913709","O-linked glycosylation of mucins","12/597","44/7686",9.01405467748309e-05,0.0116732008073406,0.0106982596303812,"B3GNT7/B3GNT8/GALNT10/GALNT12/GALNT5/MUC1/MUC15/MUC21/MUC5B/ST3GAL2/ST6GALNAC4/GALNT17",12
"R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling","18/597","90/7686",0.000155059872018867,0.0160530148665676,0.01471227332823,"CEBPD/F13A1/HGF/ICAM1/IL4R/IL6R/ITGB2/LIF/MAOA/MCL1/MUC1/NDN/OSM/PIK3R1/PTGS2/RHOU/RORC/TNFRSF1B",18
"R-HSA-216083","Integrin cell surface interactions","16/597","75/7686",0.000162501989354418,0.0160530148665676,0.01471227332823,"CD47/COL4A4/COL8A1/FGA/FGG/ICAM1/ICAM5/ITGA1/ITGA10/ITGA3/ITGA4/ITGA7/ITGA9/ITGB2/KDR/THBS1",16
