"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-6805567","Keratinization","32/881","74/7686",3.57463331217512e-12,2.35210871941123e-09,2.24073067094767e-09,"CASP14/CDSN/CSTA/DSC1/DSC2/DSC3/DSG1/FLG/JUP/KRT1/KRT10/KRT13/KRT24/KRT31/KRT33A/KRT5/KRT74/KRT75/KRT77/KRT78/LCE3D/PI3/RPTN/SPRR1A/SPRR2A/SPRR2B/SPRR2E/SPRR2F/SPRR2G/TCHH/TGM1/TGM5",32
"R-HSA-6809371","Formation of the cornified envelope","32/881","74/7686",3.57463331217512e-12,2.35210871941123e-09,2.24073067094767e-09,"CASP14/CDSN/CSTA/DSC1/DSC2/DSC3/DSG1/FLG/JUP/KRT1/KRT10/KRT13/KRT24/KRT31/KRT33A/KRT5/KRT74/KRT75/KRT77/KRT78/LCE3D/PI3/RPTN/SPRR1A/SPRR2A/SPRR2B/SPRR2E/SPRR2F/SPRR2G/TCHH/TGM1/TGM5",32
"R-HSA-191859","snRNP Assembly","18/881","48/7686",2.51316418833784e-06,0.000826831017963148,0.000787678565344832,"CLNS1A/GEMIN7/NCBP2/NUP205/NUP35/NUP37/NUP43/NUP62/NUP85/NUP93/NUPL2/RAE1/SNRPB/SNRPD1/SNRPD2/SNRPF/SNRPG/WDR77",18
"R-HSA-194441","Metabolism of non-coding RNA","18/881","48/7686",2.51316418833784e-06,0.000826831017963148,0.000787678565344832,"CLNS1A/GEMIN7/NCBP2/NUP205/NUP35/NUP37/NUP43/NUP62/NUP85/NUP93/NUPL2/RAE1/SNRPB/SNRPD1/SNRPD2/SNRPF/SNRPG/WDR77",18
"R-HSA-72202","Transport of Mature Transcript to Cytoplasm","19/881","60/7686",2.29076573655172e-05,0.00602929541860412,0.00574379366785915,"CPSF3/CPSF4/EIF4A3/FIP1L1/FYTTD1/MAGOHB/NCBP2/NUP205/NUP35/NUP37/NUP43/NUP62/NUP85/NUP93/NUPL2/NXT1/RAE1/THOC1/UPF3B",19
"R-HSA-72306","tRNA processing","25/881","94/7686",3.69783601474707e-05,0.00728818490281269,0.0069430716839305,"ADAT3/C2orf49/CDKAL1/CPSF4/CTU1/NUP205/NUP35/NUP37/NUP43/NUP62/NUP85/NUP93/NUPL2/POP7/RAE1/RAN/RPP21/RPP25/TPRKB/TRMT1/TRMT6/TRMT61B/TRMU/TSEN15/TSEN54",25
"R-HSA-6784531","tRNA processing in the nucleus","17/881","52/7686",3.87669409724079e-05,0.00728818490281269,0.0069430716839305,"C2orf49/CPSF4/NUP205/NUP35/NUP37/NUP43/NUP62/NUP85/NUP93/NUPL2/POP7/RAE1/RAN/RPP21/RPP25/TSEN15/TSEN54",17
"R-HSA-159231","Transport of Mature mRNA Derived from an Intronless Transcript","13/881","36/7686",9.96785666539245e-05,0.0163971242145706,0.01562068064274,"CPSF3/CPSF4/FIP1L1/NCBP2/NUP205/NUP35/NUP37/NUP43/NUP62/NUP85/NUP93/NUPL2/RAE1",13
"R-HSA-165054","Rev-mediated nuclear export of HIV RNA","12/881","32/7686",0.000121137821868664,0.0177130415087957,0.0168742860638104,"NUP205/NUP35/NUP37/NUP43/NUP62/NUP85/NUP93/NUPL2/RAE1/RAN/RANGAP1/XPO1",12
"R-HSA-159234","Transport of Mature mRNAs Derived from Intronless Transcripts","13/881","37/7686",0.00013774689522261,0.0181274914112954,0.0172691107589608,"CPSF3/CPSF4/FIP1L1/NCBP2/NUP205/NUP35/NUP37/NUP43/NUP62/NUP85/NUP93/NUPL2/RAE1",13
"R-HSA-159236","Transport of Mature mRNA derived from an Intron-Containing Transcript","16/881","53/7686",0.000189001955064028,0.0209169018747803,0.0199264358765504,"EIF4A3/FYTTD1/MAGOHB/NCBP2/NUP205/NUP35/NUP37/NUP43/NUP62/NUP85/NUP93/NUPL2/NXT1/RAE1/THOC1/UPF3B",16
"R-HSA-168274","Export of Viral Ribonucleoproteins from Nucleus","11/881","29/7686",0.000206625930373969,0.0209169018747803,0.0199264358765504,"NUP205/NUP35/NUP37/NUP43/NUP62/NUP85/NUP93/NUPL2/RAE1/RAN/XPO1",11
"R-HSA-168333","NEP/NS2 Interacts with the Cellular Export Machinery","11/881","29/7686",0.000206625930373969,0.0209169018747803,0.0199264358765504,"NUP205/NUP35/NUP37/NUP43/NUP62/NUP85/NUP93/NUPL2/RAE1/RAN/XPO1",11
"R-HSA-177243","Interactions of Rev with host cellular proteins","12/881","34/7686",0.000236679794221784,0.0222479006568477,0.021194408640462,"NUP205/NUP35/NUP37/NUP43/NUP62/NUP85/NUP93/NUPL2/RAE1/RAN/RANGAP1/XPO1",12
"R-HSA-109688","Cleavage of Growing Transcript in the Termination Region ","14/881","47/7686",0.000548589245794333,0.0446967181826219,0.0425802202491623,"CPSF3/CPSF4/CSTF3/EIF4A3/FIP1L1/FYTTD1/MAGOHB/NCBP2/SNRPB/SNRPF/SNRPG/THOC1/UPF3B/ZNF473",14
"R-HSA-73856","RNA Polymerase II Transcription Termination","14/881","47/7686",0.000548589245794333,0.0446967181826219,0.0425802202491623,"CPSF3/CPSF4/CSTF3/EIF4A3/FIP1L1/FYTTD1/MAGOHB/NCBP2/SNRPB/SNRPF/SNRPG/THOC1/UPF3B/ZNF473",14
"R-HSA-168276","NS1 Mediated Effects on Host Pathways","12/881","37/7686",0.000577389216644811,0.0446967181826219,0.0425802202491623,"CPSF4/EIF2AK2/KPNA4/NUP205/NUP35/NUP37/NUP43/NUP62/NUP85/NUP93/NUPL2/RAE1",12
"R-HSA-500792","GPCR ligand binding","40/881","208/7686",0.000624863848941702,0.0456844902892933,0.0435212189526063,"ADM/ADRA2B/CCL19/CHRM3/CXCL10/CXCL6/CXCL9/DRD2/FZD6/FZD7/GHRH/GNB3/GRM1/GRM4/HTR2C/HTR7/LPAR3/LPAR5/LTB4R/NMB/NPBWR1/NPY/NTS/OXGR1/P2RY1/PENK/POMC/PTH2R/QRFPR/S1PR5/SSTR2/TAC3/TAS2R20/UCN2/WNT10B/WNT11/WNT2B/WNT5A/WNT7B/XCL1",40
