"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-202427","Phosphorylation of CD3 and TCR zeta chains","10/596","17/7686",8.62177835607803e-08,8.94078415525292e-05,8.24060499717774e-05,"CD247/CD4/HLA-DPA1/HLA-DPB1/HLA-DQA2/HLA-DRA/HLA-DRB5/PAG1/PTPN22/PTPRJ",10
"R-HSA-109582","Hemostasis","67/596","477/7686",8.45740587305453e-07,0.000438516494517877,0.000404174975407027,"APBB1IP/APLP2/ATP2A3/CABLES1/CD48/CD74/CD84/CEACAM6/CLU/DOCK10/DOCK6/DOCK9/F13A1/F3/FGA/FGG/GNA14/GNAI2/GNAQ/GNG2/GNG7/GUCY1A1/HGF/IGF1/JCHAIN/INPP5D/ITGA1/ITGA10/ITGA2B/ITGA4/ITGAM/ITGB2/ITIH4/ITPR1/ITPR2/KIF12/KIF13B/KIF9/LCP2/MGLL/MRVI1/NOS3/ORM1/PDE1A/PDE3A/PIK3CG/PIK3R1/PRKCB/PRKCD/PRKCZ/QSOX1/RAPGEF3/RHOB/SDC4/SELL/SERPINA1/SERPINB6/SERPIND1/SH2B3/SLC8A1/TFPI/THBS1/TLN1/TNFRSF10D/TREM1/TRPC6/TUBA1A",67
"R-HSA-388396","GPCR downstream signalling","58/596","404/7686",2.41995162282186e-06,0.000638868380757432,0.000588836714944677,"ADCY6/ADCY9/AGT/AKAP13/ARHGEF17/ARHGEF2/ARHGEF3/C3/C3AR1/C5/CCL13/CCR1/CCR2/CX3CL1/CYP4V2/CYSLTR1/EDNRA/FFAR2/FGD4/FPR3/GNA14/GNAI2/GNAQ/GNG2/GNG7/GPR183/GPR39/GPSM3/CXCL8/ITPR1/ITPR2/LRP1/LRP2/MGLL/P2RY13/PDE1A/PDE3A/PDE4A/PDE4D/PDE7B/PIK3CG/PIK3R1/PLCB2/PPP1R1B/PRKCB/PRKCD/PTGER2/PTGFR/RASGRF2/REEP5/RGS11/RGS18/RGS3/RHOB/RPS6KA2/SCTR/SDC4/TRPC6",58
"R-HSA-202430","Translocation of ZAP-70 to Immunological synapse","8/596","14/7686",2.46429462201517e-06,0.000638868380757432,0.000588836714944677,"CD247/CD4/HLA-DPA1/HLA-DPB1/HLA-DQA2/HLA-DRA/HLA-DRB5/PTPN22",8
"R-HSA-372790","Signaling by GPCR","62/596","446/7686",3.19090001742863e-06,0.000661792663614698,0.00060996572964741,"ADCY6/ADCY9/AGT/AKAP13/ARHGEF17/ARHGEF2/ARHGEF3/C3/C3AR1/C5/CCL13/CCR1/CCR2/CD55/CX3CL1/CYP4V2/CYSLTR1/EDNRA/FFAR2/FGD4/FPR3/FZD5/GNA14/GNAI2/GNAQ/GNG2/GNG7/GPR183/GPR39/GPSM3/CXCL8/ITPR1/ITPR2/PLPPR4/LRP1/LRP2/MGLL/P2RY13/PDE1A/PDE3A/PDE4A/PDE4D/PDE7B/PIK3CG/PIK3R1/PLCB2/PPP1R1B/PRKCB/PRKCD/PTGER2/PTGFR/RASGRF2/REEP5/RGS11/RGS18/RGS3/RHOB/RPS6KA2/SCTR/SDC4/SHH/TRPC6",62
"R-HSA-216083","Integrin cell surface interactions","18/596","75/7686",1.15068731547056e-05,0.00194676481981048,0.00179430792913558,"COL4A3/COL4A4/COL8A1/FGA/FGG/ICAM1/ICAM3/ICAM5/ITGA1/ITGA10/ITGA2B/ITGA4/ITGA7/ITGA9/ITGAM/ITGB2/KDR/THBS1",18
"R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling","20/596","90/7686",1.31411318598586e-05,0.00194676481981048,0.00179430792913558,"CDKN1A/CEBPD/F13A1/HGF/HMOX1/ICAM1/IL6R/CXCL8/ITGAM/ITGB2/LIF/MAOA/MCL1/MUC1/OSM/PIK3R1/PTGS2/RHOU/RORC/TNFRSF1B",20
"R-HSA-202433","Generation of second messenger molecules","10/596","27/7686",1.83027580305329e-05,0.00237249500970783,0.00218669793312156,"CD247/CD4/GRAP2/HLA-DPA1/HLA-DPB1/HLA-DQA2/HLA-DRA/HLA-DRB5/ITK/LCP2",10
"R-HSA-6783783","Interleukin-10 signaling","12/596","39/7686",2.35674921427815e-05,0.00271549881689605,0.0025028401012451,"CCR1/CCR2/CD80/CD86/CSF1/ICAM1/IL10RA/IL1R1/CXCL8/LIF/PTGS2/TNFRSF1B",12
"R-HSA-977606","Regulation of Complement cascade","10/596","28/7686",2.65138556669836e-05,0.0027494868326662,0.00253416641532854,"C3/C3AR1/C4BPA/C5/CD55/CD81/CFH/CFI/CLU/CR1",10
