"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-5083625","Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC)","6/342","12/7637",5.67451076056477e-06,0.00127083541302212,0.00114767277952778,"MUC13/MUC16/MUC21/MUC4/MUC5B/MUC6",6
"R-HSA-5083632","Defective C1GALT1C1 causes Tn polyagglutination syndrome (TNPS)","6/342","12/7637",5.67451076056477e-06,0.00127083541302212,0.00114767277952778,"MUC13/MUC16/MUC21/MUC4/MUC5B/MUC6",6
"R-HSA-5083636","Defective GALNT12 causes colorectal cancer 1 (CRCS1)","6/342","12/7637",5.67451076056477e-06,0.00127083541302212,0.00114767277952778,"MUC13/MUC16/MUC21/MUC4/MUC5B/MUC6",6
"R-HSA-445095","Interaction between L1 and Ankyrins","8/342","25/7637",8.25228659879725e-06,0.00127083541302212,0.00114767277952778,"ANK1/KCNQ2/KCNQ3/SCN3A/SCN4A/SPTB/SPTBN4/SPTBN5",8
"R-HSA-209776","Amine-derived hormones","5/342","8/7637",8.76438215877326e-06,0.00127083541302212,0.00114767277952778,"CGA/DDC/DIO1/IYD/SLC5A5",5
"R-HSA-913709","O-linked glycosylation of mucins","10/342","47/7637",3.34392838466662e-05,0.00404058013147216,0.00364898851800462,"B3GNT6/B3GNTL1/C1GALT1/CHST4/MUC13/MUC16/MUC21/MUC4/MUC5B/MUC6",10
"R-HSA-425407","SLC-mediated transmembrane transport","19/342","156/7637",6.34186310124857e-05,0.00656835821200744,0.00593178774282197,"ALB/APOD/CP/EMB/LCN12/SLC12A7/SLC13A3/SLC16A7/SLC1A7/SLC22A18/SLC26A1/SLC28A2/SLC39A4/SLC39A5/SLC41A2/SLC5A5/SLC6A3/SLC7A10/SLC9A5",19
"R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","14/342","98/7637",0.00010660671371241,0.00770412710275341,0.00695748393163357,"AFP/ALB/CP/ENAM/F2/F5/GOLM1/P4HB/PAPPA/PROC/SCG2/TF/TIMP1/VCAN",14
"R-HSA-210745","Regulation of gene expression in beta cells","5/342","12/7637",0.000106764725289262,0.00770412710275341,0.00695748393163357,"FOXA3/HNF1A/HNF4A/NEUROD1/PDX1",5
"R-HSA-209968","Thyroxine biosynthesis","4/342","7/7637",0.000124237675034655,0.00770412710275341,0.00695748393163357,"CGA/DIO1/IYD/SLC5A5",4
"R-HSA-5621480","Dectin-2 family","6/342","19/7637",0.000127516586528332,0.00770412710275341,0.00695748393163357,"MUC13/MUC16/MUC21/MUC4/MUC5B/MUC6",6
"R-HSA-977068","Termination of O-glycan biosynthesis","6/342","19/7637",0.000127516586528332,0.00770412710275341,0.00695748393163357,"MUC13/MUC16/MUC21/MUC4/MUC5B/MUC6",6
"R-HSA-425366","Transport of bile salts and organic acids, metal ions and amine compounds","9/342","48/7637",0.000232220091516778,0.0129507358730511,0.0116956191840839,"CP/EMB/SLC13A3/SLC16A7/SLC22A18/SLC39A4/SLC39A5/SLC41A2/SLC6A3",9
"R-HSA-5173105","O-linked glycosylation","12/342","85/7637",0.000368655981845236,0.0190911133455569,0.0172409038126118,"ADAMTS12/ADAMTS16/B3GNT6/B3GNTL1/C1GALT1/CHST4/MUC13/MUC16/MUC21/MUC4/MUC5B/MUC6",12
"R-HSA-420029","Tight junction interactions","6/342","23/7637",0.000407460215334453,0.0196939104078319,0.0177852809781074,"CLDN12/CLDN2/CLDN3/CLDN4/CLDN6/CLDN9",6
"R-HSA-8957275","Post-translational protein phosphorylation","12/342","87/7637",0.000458595158328348,0.0207800931117533,0.0187661966105416,"AFP/ALB/CP/ENAM/F5/GOLM1/P4HB/PROC/SCG2/TF/TIMP1/VCAN",12
"R-HSA-194068","Bile acid and bile salt metabolism","7/342","34/7637",0.000641024010751277,0.0273377886938044,0.0246883550889965,"ABCC3/AKR1C4/ALB/AMACR/BAAT/CYP7B1/SLC27A2",7
"R-HSA-140875","Common Pathway of Fibrin Clot Formation","5/342","17/7637",0.000692790181453213,0.0279040489751988,0.0251997364247894,"F2/F5/FGB/PROC/SERPINA5",5
"R-HSA-3781865","Diseases of glycosylation","14/342","118/7637",0.000758041941196929,0.0289252845983039,0.0261219993032958,"ADAMTS12/ADAMTS16/CHST6/GALE/GFPT1/MUC13/MUC16/MUC21/MUC4/MUC5B/MUC6/PMM2/SRD5A3/VCAN",14
"R-HSA-193368","Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol","5/342","18/7637",0.000924386933463444,0.0335090263380498,0.0302615090849612,"AKR1C4/AMACR/BAAT/CYP7B1/SLC27A2",5
"R-HSA-421270","Cell-cell junction organization","8/342","49/7637",0.00134367250286295,0.046388693551221,0.0418929472070555,"CDH15/CDH17/CLDN12/CLDN2/CLDN3/CLDN4/CLDN6/CLDN9",8
