NAME,MEM.SHIP
AAK1,0.664552505544357
ABCC6P1,0.612731829448912
ABCD3,0.576136187705167
ACBD4,0.605774964480669
ACSM3,0.641086282790551
ACTA2,0.729733296372677
ADAMTS10,0.597940324662536
ADRBK2,0.586498562595086
AGAP2,0.827541406313645
AHR,0.708510720182241
ALPK1,0.678818362182469
AMBRA1,0.580230765370088
AMZ2P1,0.669423763205272
ANKRD13A,0.75530072574685
ANKRD50,0.728928924106235
ANTXR1,0.67345946192877
ANXA5,0.626145257314924
APOE,0.781155791641562
APOL6,0.802073281791263
APP,0.797113703307511
ARHGAP20,0.59680879384408
ARHGAP4,0.698948019739203
ARHGAP9,0.656276116688137
ARHGDIB,0.785876470792456
ARHGEF12,0.625702821873595
ARHGEF9,0.692497835488827
ARID5B,0.724023942930145
ARMC3,0.683305008789498
ARMCX2,0.58609778394333
ASB13,0.62323961344141
ATG4A,0.605691984636725
ATP12A,0.678984143880293
ATP6AP1,0.655879432084266
ATP6V0E1,0.643547139188645
ATXN1,0.810784231585773
AZGP1,0.56668768995025
B3GALTL,0.73849750295033
B3GNT9,0.785156178754932
BCAS4,0.722266646574688
BCL2,0.602993638064844
BCL6,0.679757548414192
BDP1,0.682372255019345
BMP2K,0.757566529420604
BMP4,0.683227476071482
BST2,0.661232898376494
BTBD9,0.657689653746355
C12orf68,0.708474101556703
C19orf66,0.639273340740401
C1orf216,0.577482722670885
C1orf54,0.597006116435088
C1R,0.753491266971853
C2orf88,0.804942216305421
C7orf63,0.571577473002192
C8orf4,0.604296397754253
C9orf3,0.790966963948538
CACNB2,0.576607696170064
CAMK1,0.655300309716252
CASP10,0.727088788966878
CASP7,0.607923642824221
CCDC106,0.57134331508814
CCDC113,0.620502039305389
CCDC159,0.807632226857022
CCDC88B,0.703074366410275
CCL17,0.810475763718263
CCNY,0.679353937250852
CCPG1,0.805501216884453
CCR2,0.740516097130489
CCR5,0.601647969864359
CD14,0.645361190944199
CD1C,0.692929135599226
CD1D,0.741777961311632
CD1E,0.815388727268198
CD247,0.685320058926452
CD300A,0.64457689276654
CD3E,0.683155406134032
CD3G,0.58850173301675
CD40LG,0.830093022524881
CD6,0.641305919277858
CD74,0.603829608549242
CD80,0.657073996065747
CD84,0.562556502572594
CD8A,0.700792609875206
CDC37L1,0.754136892939249
CDC42EP1,0.567647184283996
CH25H,0.828181614777425
CHIT1,0.633745630774907
CHSY1,0.675933271874645
CHSY3,0.639999606914473
CIDEB,0.645283997024146
CLEC2B,0.634993566757136
CLEC7A,0.591180371337258
CMTM6,0.697691743925493
CMTM7,0.719767858320902
CNN2,0.654126264605949
COL14A1,0.7337275509594
COL6A2,0.567997166072078
COMMD6,0.660583376015903
CPXM2,0.606159164339097
CRB3,0.69925779679843
CREB3L1,0.584198935194107
CRISPLD2,0.770120000734831
CRKL,0.826560252205884
CROCC,0.591082022787529
CSF1R,0.70358911465183
CSF2RA,0.645840153208587
CST7,0.601186785853443
CTNS,0.673466373433846
CTSE,0.789440591454889
CUBN,0.755617081646392
CXCL17,0.818416343538745
CXorf21,0.714689930970111
CYBA,0.591910174302993
CYP2S1,0.601524955851131
CYTH3,0.59485016607698
CYTH4,0.792276375737647
CYTIP,0.799253870165221
DDHD1,0.658181156387443
DENND1C,0.79170003109816
DGCR2,0.722308022666928
DGCR6L,0.812558586624211
DIRC2,0.568675826128863
DLG2,0.572025112699169
DNAL4,0.689494909559515
DNASE2,0.608064158635593
DOCK10,0.632729530548357
DRAM2,0.569552092128845
DUSP6,0.649718242788306
DYNLT3,0.623017036637678
EFHC2,0.703235772187581
EFS,0.79134628145285
EGFL6,0.560447395022715
ENTPD1,0.779672353905821
EOMES,0.628102713732876
EPB41L1,0.707820068071402
ERAP1,0.708933272952312
EVI2A,0.656958336489743
EXPH5,0.731583041937218
EYA1,0.636774575897352
F13A1,0.801848162113473
FAM127A,0.585277327043406
FAM129A,0.810641850744615
FAM195B,0.685191853148428
FAM20A,0.654758326359177
FARP2,0.778477517758677
FCHSD2,0.586459019372056
FILIP1L,0.660057300010209
FMO3,0.612266970309343
FMO5,0.587259593346355
FNDC5,0.674014246449774
FRZB,0.703755921124017
FSTL1,0.637793224151903
FXYD5,0.579546223293063
FYB,0.685211855718854
GALNT5,0.563763109495973
GAPT,0.685154272626927
GDPD5,0.653067938565622
GEMIN8,0.564125452619749
GIPC1,0.627714829834775
GIT2,0.75936720935769
GK,0.643559946967381
GLS,0.724227966380862
GLYCTK,0.697191121173954
GMIP,0.735416862514631
GNA13,0.637534483070494
GNA14,0.730141548533745
GNG5,0.784866716958762
GPC4,0.624333912503173
GPCPD1,0.682423839562614
GPR137B,0.69716236549347
GPR161,0.694211236289545
GPR183,0.599103306274695
GPR34,0.800969398350452
GPR64,0.57274644040457
GRAP,0.585219240436627
GRIN2A,0.603801469254072
GSDMD,0.6795430072032
GSPT2,0.561923183674107
GSTA1,0.708497568136195
GTDC1,0.649673511080679
GUCY1A3,0.666271689454829
GUCY1B3,0.775887459951939
GZMA,0.766297260720973
GZMB,0.662233935662798
HCLS1,0.684611859075405
HEPH,0.626901952657524
HIVEP2,0.603286989342441
HLA-DQA2,0.61123947868943
HLA-DQB2,0.788416071727399
HNF1B,0.715368205195731
HNMT,0.581244064301673
HOPX,0.588409837781067
HS1BP3,0.657632986323979
HS3ST5,0.788830343612526
HSD17B14,0.712878005447713
HSPG2,0.734374161930223
ICOS,0.760870176415124
IFFO2,0.568265436372464
IFNAR1,0.659190047951146
IGF1,0.718126475108599
IGFBP4,0.602679707428532
IGSF3,0.801342552263352
IL13RA2,0.811161894009442
IL1R1,0.631350288954904
IL2RB,0.743318004900241
IL2RG,0.793540436413541
IL4R,0.749011684091304
INPP5D,0.720616522431218
INSIG2,0.622401747975255
IQSEC2,0.686406153092691
IRF5,0.680368574393863
IRX3,0.571839484323714
ITGA4,0.680491719794916
ITK,0.683833875042528
KBTBD8,0.587378385794395
KCNMB1,0.8098812441055
KCNS3,0.675268375535454
KCTD17,0.640308497491445
KHDRBS3,0.564031402694075
KIAA0922,0.573502956771172
KIAA1432,0.587154900078273
KIF16B,0.618855608484342
KIF3B,0.58718220442264
KIF5B,0.746898082371188
KIT,0.583050129975809
KITLG,0.719378278296705
KLHL9,0.589384999273538
KLRB1,0.787863486622048
LAMA2,0.572136413604233
LCP2,0.629596531935759
LDLRAD2,0.676630583850519
LHFPL2,0.57430090101331
LIPH,0.632294247364154
LMO3,0.762774543461079
LMTK3,0.579457512393892
LPAR6,0.719107004036824
LPCAT1,0.661676381682373
LPCAT2,0.823523877313901
LRMP,0.741844383235784
LRRK1,0.799902728963875
LY6E,0.730330494386666
LYST,0.703951338863067
MALT1,0.578499096854482
MAN2B1,0.701129894857427
MAP3K5,0.72856992356985
MAP4K1,0.584539485004547
MAPK1,0.584355984205623
MAPKAPK3,0.784171583863692
MBD2,0.621175018386787
MCOLN2,0.660804669355542
MFGE8,0.623655941796184
MICAL2,0.577992157479644
MID2,0.713367467844195
MPP7,0.586010539942096
MRVI1,0.813759766779178
MS4A6A,0.749518529863504
MTIF3,0.596068475926691
MTSS1L,0.621443946884491
MTUS1,0.731354435317596
MYH9,0.622911016732347
MYO5A,0.71230216511262
MYO9B,0.819177060138474
NAGA,0.700318412384667
NAGLU,0.699423641517919
NALCN,0.587288518887588
NCAM2,0.675273912372841
NFIB,0.698188828086342
NIN,0.67726055967823
NKX2-1,0.754006500853111
NLRC3,0.561400476723819
NLRP2,0.673554836203866
NLRP3,0.685047917669459
NPL,0.657219313786818
NTAN1,0.583406368170985
NTM,0.644252331570969
NYNRIN,0.590990597322248
OPHN1,0.800524925976445
OSBPL8,0.705408916950441
P2RY2,0.629645983642876
PAG1,0.580771407366529
PAIP2B,0.654053609951174
PAMR1,0.78809060509125
PARP11,0.598803996389538
PCDHB3,0.572856788646575
PDE8A,0.780041720816052
PDGFRA,0.804475156704724
PDGFRB,0.7008163675607
PGPEP1,0.573921711179068
PHLDA3,0.75257757547444
PIGA,0.638781471116911
PIK3CD,0.742170601099068
PIP4K2A,0.607542308087588
PIPOX,0.73741446405419
PLCXD1,0.58321135724477
PLD4,0.68420425878963
PLEKHG1,0.80613113441191
PLEKHM1,0.630201034933197
PLEKHO1,0.701559607205686
PLXNA4,0.739917254035929
PNMA2,0.734175871936795
PODN,0.823482633646491
POLR3GL,0.687859634149765
PPDPF,0.58778603269685
PPM1K,0.65723237186645
PPP1R2,0.596892310948511
PPP1R9A,0.571098232375335
PPP1R9B,0.82399725408331
PQLC3,0.622469858287108
PRKACB,0.745250224655187
PRKAG2,0.606221004586593
PRKAR2B,0.818493897246861
PRKCD,0.574370109117923
PRKX,0.736114567959306
PTGER2,0.648445789329909
PTGS2,0.658069412822045
PTPMT1,0.578609878114441
PTPN22,0.735746086221098
PTPRCAP,0.597114521644406
PTPRJ,0.786673118427118
PYHIN1,0.718192943167702
RASAL3,0.76580397534778
RASGRP3,0.679091226913374
RB1,0.569269858546754
REL,0.604080800371141
RGS18,0.564069884885483
RHOQ,0.74146564225904
RIMBP3,0.632491648249043
RIPK3,0.792171520584573
RNASE1,0.579224120436304
RNASE6,0.704337527111438
RNF125,0.564511767015979
RNF130,0.719415785843319
RNF138,0.599734395580507
S1PR2,0.725632143273922
SAMD3,0.607527464895102
SAMD4A,0.630389762882641
SAMSN1,0.808252541899728
SAT1,0.726142407181924
SCARB2,0.679470352538202
SCUBE2,0.667268005834124
SDR16C5,0.655944532573803
SELK,0.763600913112007
SELL,0.576360830523075
SELM,0.685892938731947
SERPIND1,0.605101129502051
SFTPB,0.629329223881647
SH2D1A,0.586011043695377
SH3BGRL2,0.712919453675256
SH3BGRL3,0.579055106773104
SIGIRR,0.731211216837231
SIPA1L2,0.78095964910642
SLA2,0.619754296479024
SLAMF8,0.665674706963093
SLC16A10,0.724133382780575
SLC16A2,0.632884097216097
SLC1A3,0.742215988466015
SLC22A17,0.675362783363162
SLC34A2,0.651168608566568
SLC35E1,0.717688260756622
SLC38A5,0.605834266063215
SLC39A13,0.734381147665304
SLC43A3,0.733553176393573
SLC9A6,0.826475529548879
SNED1,0.700330063167937
SNTB1,0.793698253318652
SNX18,0.767759519482838
SOCS1,0.654645772986767
SPINK5,0.594299496882873
SPIRE1,0.746782989223969
SPRED1,0.62954936568181
SPRY1,0.573718665471307
SSBP4,0.634572588740308
SSC5D,0.799286241252829
SSPN,0.735788085416499
STAB1,0.598972782820323
STAT3,0.729782696322197
STK17B,0.82672465718702
STX19,0.728263904002804
STXBP2,0.627959498101387
SUCNR1,0.598504391573276
SVIL,0.638903037232897
SYK,0.631482837111202
TAGLN,0.635387670198091
TBC1D25,0.667642396550867
TBXAS1,0.706208905102373
TGFBR1,0.636195848299872
THBS1,0.674064337125666
THEMIS,0.647343162433133
TLR1,0.589017291403136
TMC8,0.589781024196961
TMEM119,0.761396712470235
TNFSF13B,0.739028377188145
TNFSF8,0.636142532172296
TNRC6C,0.574733194212168
TP53I11,0.664398853733408
TPM2,0.56529801181377
TRAT1,0.690487632834705
TREM2,0.723298792327495
TSHZ3,0.593445351192275
TTC39B,0.635882463672742
TUSC2,0.588858785651515
TWSG1,0.645191394313544
TXNDC15,0.756198403634474
UBE2Q2,0.642291484524506
UNC93B1,0.660068085957334
USP27X,0.647292474587094
USP38,0.568537913010767
VAMP8,0.692379716160347
VAV1,0.739848054577698
VAV3,0.796118711179113
VPS13C,0.659172526427185
VPS8,0.63675947114054
WDFY4,0.635299050373195
WDSUB1,0.766864645774523
WIPF1,0.809689682490638
WNT2,0.592183743036963
YWHAH,0.66954254559088
ZDHHC8,0.671940574652157
ZNF189,0.731249922952825
ZNF32,0.718702961427913
ZNF394,0.640746503965294
ZNF462,0.63611198904162
ZNF554,0.600949397925586
ZNF69,0.586308826964967
ZNF792,0.597322096358337
ZNF831,0.674750265335734
