"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-425366","Transport of bile salts and organic acids, metal ions and amine compounds","11/323","48/7637",3.62371519742244e-06,0.000739739390936004,0.00067477856553925,"EMB/SLC13A3/SLC16A7/SLC22A18/SLC39A4/SLC39A5/SLC39A7/SLC41A2/SLC44A4/SLC6A1/SLC6A3",11
"R-HSA-5083625","Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC)","6/323","12/7637",4.07009293499865e-06,0.000739739390936004,0.00067477856553925,"MUC13/MUC16/MUC17/MUC21/MUC5B/MUC6",6
"R-HSA-5083632","Defective C1GALT1C1 causes Tn polyagglutination syndrome (TNPS)","6/323","12/7637",4.07009293499865e-06,0.000739739390936004,0.00067477856553925,"MUC13/MUC16/MUC17/MUC21/MUC5B/MUC6",6
"R-HSA-5083636","Defective GALNT12 causes colorectal cancer 1 (CRCS1)","6/323","12/7637",4.07009293499865e-06,0.000739739390936004,0.00067477856553925,"MUC13/MUC16/MUC17/MUC21/MUC5B/MUC6",6
"R-HSA-425407","SLC-mediated transmembrane transport","19/323","156/7637",2.90047522456212e-05,0.00421729097651332,0.00384694608731397,"ALB/EMB/LCN12/SLC13A3/SLC16A7/SLC1A7/SLC22A18/SLC26A1/SLC28A2/SLC39A4/SLC39A5/SLC39A7/SLC41A2/SLC44A4/SLC6A1/SLC6A3/SLC7A10/SLC7A2/SLC9A5",19
"R-HSA-5576891","Cardiac conduction","13/323","85/7637",5.12231802702953e-05,0.00585796472435244,0.00534354271532909,"ATP1B1/CACNB3/FGF13/FXYD2/FXYD4/KCNE4/KCNH2/KCNIP3/KCNJ11/KCNK15/KCNK5/SCN3A/SCN4A",13
"R-HSA-445095","Interaction between L1 and Ankyrins","7/323","25/7637",5.64040619951404e-05,0.00585796472435244,0.00534354271532909,"KCNQ2/KCNQ3/SCN3A/SCN4A/SPTB/SPTBN4/SPTBN5",7
"R-HSA-5621480","Dectin-2 family","6/323","19/7637",9.28709919849044e-05,0.00750191235255839,0.00684312572520349,"MUC13/MUC16/MUC17/MUC21/MUC5B/MUC6",6
"R-HSA-977068","Termination of O-glycan biosynthesis","6/323","19/7637",9.28709919849044e-05,0.00750191235255839,0.00684312572520349,"MUC13/MUC16/MUC17/MUC21/MUC5B/MUC6",6
"R-HSA-2980736","Peptide hormone metabolism","10/323","57/7637",0.000116879452440282,0.00849713619240847,0.0077509531618292,"ACE2/ACHE/AGT/CGA/DPP4/ERO1B/INHBB/PCSK2/SEC11C/CLTRN",10
"R-HSA-114608","Platelet degranulation ","14/323","110/7637",0.000204976560167346,0.0135470872037873,0.0123574385555433,"ALB/F5/FGA/FGB/HSPA5/IGF2/ITIH4/MANF/ORM1/ORM2/RAB27B/SCG3/SERPINA4/TIMP1",14
