"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-109582","Hemostasis","64/561","477/7686",9.1842749694234e-07,0.000860882836446889,0.000800411238474068,"APBB1IP/APLP2/ATP2A3/CD47/CD48/CD63/CD74/CEACAM6/CLU/DOCK10/DOCK9/F13A1/FGA/FGG/FYN/GNA14/GNAI2/GNG2/GUCY1A1/HGF/JCHAIN/INPP5D/IRF1/ITGA1/ITGA10/ITGA2B/ITGB2/ITPR1/JMJD1C/KCNMB1/KIF12/KIF13B/KIF9/LCP2/MAPK3/MGLL/MICAL1/MRVI1/ORM1/PDE3A/PIK3CG/PIK3R1/PRKCB/PRKCD/QSOX1/RAPGEF3/RHOB/SDC4/SELL/SERPINA1/SERPINB6/SERPIND1/SERPINF2/SH2B3/SLC8A1/TFPI/THBS1/TLN1/TNFRSF10D/TREM1/TRPC6/TTN/TUBA1A/ZFPM2",64
"R-HSA-977606","Regulation of Complement cascade","11/561","28/7686",1.94118310499609e-06,0.000860882836446889,0.000800411238474068,"C3/C3AR1/C4BPA/C5/CD55/CD59/CD81/CFH/CFI/CLU/CR1",11
"R-HSA-166658","Complement cascade","12/561","34/7686",2.5123039974131e-06,0.000860882836446889,0.000800411238474068,"C3/C3AR1/C4BPA/C5/CD55/CD59/CD81/CFH/CFI/CLU/CR1/GZMM",12
"R-HSA-6798695","Neutrophil degranulation","53/561","406/7686",1.87877190255184e-05,0.00482844378955822,0.00448927601978176,"ANO6/ANPEP/ASAH1/ATP11A/ATP8A1/C3/C3AR1/CD47/CD55/CD59/CD63/CEACAM6/COTL1/CR1/CRISPLD2/CST3/CTSH/DOK3/ENPP4/FCGR2A/FGL2/GCA/ADGRG3/HLA-C/ARHGAP45/HP/IQGAP2/ITGB2/LGALS3/LPCAT1/LYZ/NPC2/ORM1/PGM1/PIGR/PRKCD/PTPRN2/QSOX1/RAB27A/RAB37/RHOF/SDCBP/SELL/SERPINA1/SERPINB6/SLC44A2/SPTAN1/STK10/TIMP2/TLR2/TMEM173/TNFRSF1B/VAT1",53
"R-HSA-198933","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","18/561","86/7686",3.70164943746987e-05,0.00761059124343806,0.00707599513520557,"C3/CD1C/CD22/CD247/CD81/HLA-C/HLA-F/HLA-G/ICAM1/ICAM3/ICAM5/ITGB2/KLRB1/LILRB5/NPDC1/SELL/TREM1/TREM2",18
"R-HSA-6783783","Interleukin-10 signaling","11/561","39/7686",7.22772210307738e-05,0.0114668674590556,0.0106613922310286,"CCL3/CCR1/CCR2/CD86/CSF1/ICAM1/IL10RA/IL1R1/LIF/PTGS2/TNFRSF1B",11
"R-HSA-216083","Integrin cell surface interactions","16/561","75/7686",7.80817823087447e-05,0.0114668674590556,0.0106613922310286,"CD47/COL4A4/COL8A1/FGA/FGG/ICAM1/ICAM3/ICAM5/ITGA1/ITGA10/ITGA2B/ITGA7/ITGA9/ITGB2/KDR/THBS1",16
"R-HSA-5173105","O-linked glycosylation","17/561","84/7686",9.46550062500764e-05,0.0121631683031348,0.011308782325667,"ADAMTS10/ADAMTS9/B4GAT1/B3GNT7/B3GNT8/GALNT10/GALNT12/GALNT5/MUC1/MUC15/MUC21/MUC5B/SPON1/ST6GALNAC4/THBS1/THSD7A/GALNT17",17
"R-HSA-449147","Signaling by Interleukins","47/561","371/7686",0.000119226312566661,0.0122053630995963,0.0113480132033928,"CCL3/CCR1/CCR2/CD86/CEBPD/CISH/CSF1/CSF1R/CSF2RA/CTF1/DUSP6/F13A1/FYN/GAB2/HAVCR2/HGF/ICAM1/IL10RA/IL11RA/IL17RE/IL1R1/IL32/IL6R/IL6ST/INPP5D/IRAK3/ITGB2/JUN/LIF/MAOA/MAPK3/MEF2C/MSN/MUC1/NFKBIA/NOD1/OSM/PIK3R1/PTGS2/RHOU/RORC/RPS6KA1/RPS6KA2/SIGIRR/STAT5A/TEC/TNFRSF1B",47
"R-HSA-372790","Signaling by GPCR","54/561","446/7686",0.000125541607521345,0.0122053630995963,0.0113480132033928,"ADCY6/ADRA1D/AKAP13/ARHGEF17/ARHGEF2/ARHGEF3/C3/C3AR1/C5/CCL13/CCR1/CCR2/CD55/CXCL5/CYP4V2/CYSLTR1/EDNRA/FFAR2/FGD4/FZD5/GNA14/GNAI2/GNG2/GPR183/GPR39/GPSM3/ITPR1/PLPPR4/LRP1/LRP2/MAPK3/MGLL/PDE3A/PDE4A/PDE4D/PDE7B/PIK3CG/PIK3R1/PLCB2/PPP1R1B/PRKCB/PRKCD/PTGER2/PTGFR/RGS11/RGS3/RGS9/RHOB/RPS6KA1/RPS6KA2/SCTR/SDC4/SHH/TRPC6",54
"R-HSA-388396","GPCR downstream signalling","50/561","404/7686",0.000130602134334201,0.0122053630995963,0.0113480132033928,"ADCY6/ADRA1D/AKAP13/ARHGEF17/ARHGEF2/ARHGEF3/C3/C3AR1/C5/CCL13/CCR1/CCR2/CXCL5/CYP4V2/CYSLTR1/EDNRA/FFAR2/FGD4/GNA14/GNAI2/GNG2/GPR183/GPR39/GPSM3/ITPR1/LRP1/LRP2/MAPK3/MGLL/PDE3A/PDE4A/PDE4D/PDE7B/PIK3CG/PIK3R1/PLCB2/PPP1R1B/PRKCB/PRKCD/PTGER2/PTGFR/RGS11/RGS3/RGS9/RHOB/RPS6KA1/RPS6KA2/SCTR/SDC4/TRPC6",50
"R-HSA-76002","Platelet activation, signaling and aggregation","31/561","213/7686",0.000153318676895118,0.0131342999873484,0.0122116981246287,"APBB1IP/APLP2/CD63/CLU/F13A1/FGA/FGG/FYN/GNA14/GNAI2/GNG2/HGF/ITGA2B/ITPR1/LCP2/MAPK3/MGLL/ORM1/PIK3CG/PIK3R1/PRKCB/PRKCD/QSOX1/RAPGEF3/RHOB/SERPINA1/SERPINF2/THBS1/TLN1/TRPC6/TTN",31
"R-HSA-913709","O-linked glycosylation of mucins","11/561","44/7686",0.000236583997607249,0.0170756142068959,0.0158761598401203,"B3GNT7/B3GNT8/GALNT10/GALNT12/GALNT5/MUC1/MUC15/MUC21/MUC5B/ST6GALNAC4/GALNT17",11
"R-HSA-416700","Other semaphorin interactions","7/561","19/7686",0.000246677991502236,0.0170756142068959,0.0158761598401203,"ITGA1/PLXNA2/PLXNA4/PLXNC1/PLXND1/SEMA3E/TREM2",7
