"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-9028335","Activated NTRK2 signals through PI3K","3/114","6/7637",6.27128354850608e-05,0.0133657884769067,0.011849149031193,"BDNF/GAB1/NTRK2",3
"R-HSA-448706","Interleukin-1 processing","3/114","7/7637",0.000108552920221047,0.0133657884769067,0.011849149031193,"CASP1/IL1A/IL1B",3
"R-HSA-3560783","Defective B4GALT7 causes EDS, progeroid type","4/114","18/7637",0.000122621912632171,0.0133657884769067,0.011849149031193,"CSPG4/GPC3/GPC5/SDC2",4
"R-HSA-3560801","Defective B3GAT3 causes JDSSDHD","4/114","18/7637",0.000122621912632171,0.0133657884769067,0.011849149031193,"CSPG4/GPC3/GPC5/SDC2",4
"R-HSA-4420332","Defective B3GALT6 causes EDSP2 and SEMDJL1","4/114","18/7637",0.000122621912632171,0.0133657884769067,0.011849149031193,"CSPG4/GPC3/GPC5/SDC2",4
"R-HSA-1971475","A tetrasaccharide linker sequence is required for GAG synthesis","4/114","23/7637",0.000334975047105141,0.0304269001120503,0.0269743064247824,"CSPG4/GPC3/GPC5/SDC2",4
"R-HSA-9026527","Activated NTRK2 signals through PLCG1","2/114","3/7637",0.000656217399857822,0.0510912118460733,0.0452938024864271,"BDNF/NTRK2",2
"R-HSA-109582","Hemostasis","17/114","486/7637",0.000814026100088237,0.0554555280685111,0.0491628920974343,"ABHD6/APOA1/CD44/F11/GNGT2/ITGA5/NOS2/P2RY1/PDPN/PRKCH/PRKG2/PTPN1/SDC2/SERPINE1/THBD/TSPAN7/TUBB6",17
"R-HSA-3656237","Defective EXT2 causes exostoses 2","3/114","14/7637",0.00104589964377379,0.0570015305856718,0.050533466999176,"GPC3/GPC5/SDC2",3
"R-HSA-3656253","Defective EXT1 causes exostoses 1, TRPS2 and CHDS","3/114","14/7637",0.00104589964377379,0.0570015305856718,0.050533466999176,"GPC3/GPC5/SDC2",3
