"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-1474228","Degradation of the extracellular matrix","18/371","111/7637",5.60565266990359e-06,0.00231681717289815,0.00208608367546082,"ADAM8/ADAMTS16/CAPN12/CAPN13/CAPN5/CAPN8/COL11A2/COL1A2/COL25A1/COL3A1/COL5A1/COL5A2/COL6A3/COL9A2/MMP15/MMP7/TIMP1/TMPRSS6",18
"R-HSA-1474244","Extracellular matrix organization","29/371","244/7637",6.32146568321459e-06,0.00231681717289815,0.00208608367546082,"ADAM8/ADAMTS16/CAPN12/CAPN13/CAPN5/CAPN8/CEACAM1/CEACAM6/COL11A2/COL1A2/COL25A1/COL3A1/COL5A1/COL5A2/COL6A3/COL9A2/COMP/FGA/FGB/LOXL2/MMP15/MMP7/P4HA3/P4HB/SERPINH1/TIMP1/TMPRSS6/TTR/VCAN",29
"R-HSA-209776","Amine-derived hormones","5/371","8/7637",1.30671500865736e-05,0.00319274033781947,0.00287477301904618,"CGA/DDC/DIO1/IYD/SLC5A5",5
"R-HSA-1442490","Collagen degradation","11/371","53/7637",3.69901260881695e-05,0.00677844060565706,0.00610337080454797,"COL11A2/COL1A2/COL25A1/COL3A1/COL5A1/COL5A2/COL6A3/COL9A2/MMP15/MMP7/TMPRSS6",11
"R-HSA-1474290","Collagen formation","13/371","76/7637",6.39130662428423e-05,0.00787056395726272,0.00708672880190095,"COL11A2/COL1A2/COL25A1/COL3A1/COL5A1/COL5A2/COL6A3/COL9A2/LOXL2/MMP7/P4HA3/P4HB/SERPINH1",13
"R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","15/371","98/7637",6.78872452806124e-05,0.00787056395726272,0.00708672880190095,"AFP/ALB/ENAM/F2/F5/FGA/GOLM1/MSLN/P4HB/PAPPA/PROC/SCG3/TF/TIMP1/VCAN",15
"R-HSA-1650814","Collagen biosynthesis and modifying enzymes","11/371","57/7637",7.51622751716768e-05,0.00787056395726272,0.00708672880190095,"COL11A2/COL1A2/COL25A1/COL3A1/COL5A1/COL5A2/COL6A3/COL9A2/P4HA3/P4HB/SERPINH1",11
"R-HSA-140875","Common Pathway of Fibrin Clot Formation","6/371","17/7637",9.89290807864756e-05,0.00885905095354344,0.00797677166349068,"CD177/F2/F5/FGA/FGB/PROC",6
"R-HSA-445095","Interaction between L1 and Ankyrins","7/371","25/7637",0.000135496552891259,0.00885905095354344,0.00797677166349068,"ANK1/KCNQ2/KCNQ3/SCN3A/SCN4A/SPTBN4/SPTBN5",7
"R-HSA-210745","Regulation of gene expression in beta cells","5/371","12/7637",0.000157118229735423,0.00885905095354344,0.00797677166349068,"FOXA3/HNF1A/HNF4A/NEUROD1/PDX1",5
"R-HSA-5083625","Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC)","5/371","12/7637",0.000157118229735423,0.00885905095354344,0.00797677166349068,"MUC13/MUC16/MUC21/MUC5B/MUC6",5
"R-HSA-5083632","Defective C1GALT1C1 causes Tn polyagglutination syndrome (TNPS)","5/371","12/7637",0.000157118229735423,0.00885905095354344,0.00797677166349068,"MUC13/MUC16/MUC21/MUC5B/MUC6",5
"R-HSA-5083636","Defective GALNT12 causes colorectal cancer 1 (CRCS1)","5/371","12/7637",0.000157118229735423,0.00885905095354344,0.00797677166349068,"MUC13/MUC16/MUC21/MUC5B/MUC6",5
"R-HSA-209968","Thyroxine biosynthesis","4/371","7/7637",0.000170665342420408,0.00893554971386852,0.00804565185696211,"CGA/DIO1/IYD/SLC5A5",4
"R-HSA-425407","SLC-mediated transmembrane transport","19/371","156/7637",0.000186043655595489,0.00909133330343288,0.00818592084620151,"ALB/APOD/EMB/LCN12/SLC12A7/SLC13A3/SLC16A7/SLC1A7/SLC26A1/SLC26A4/SLC28A2/SLC39A4/SLC39A5/SLC41A2/SLC5A5/SLC6A3/SLC7A10/SLC7A2/SLC9A5",19
"R-HSA-8957275","Post-translational protein phosphorylation","13/371","87/7637",0.000263722414867144,0.0120817831311011,0.0108785496132697,"AFP/ALB/ENAM/F5/FGA/GOLM1/MSLN/P4HB/PROC/SCG3/TF/TIMP1/VCAN",13
"R-HSA-2980736","Peptide hormone metabolism","10/371","57/7637",0.000361209672789957,0.0155745111855905,0.0140234343553748,"ACHE/AGT/CGA/DPP4/ERO1B/INHBB/KIF5C/PCSK2/SEC11C/CLTRN",10
"R-HSA-420499","Class C/3 (Metabotropic glutamate/pheromone receptors)","3/371","4/7637",0.000438603272125838,0.0178608999149022,0.0160821199779474,"CASR/GABBR2/TAS1R3",3
"R-HSA-8948216","Collagen chain trimerization","8/371","39/7637",0.00046955994738468,0.0181151284964721,0.0163110297512573,"COL11A2/COL1A2/COL25A1/COL3A1/COL5A1/COL5A2/COL6A3/COL9A2",8
"R-HSA-420029","Tight junction interactions","6/371","23/7637",0.000629499996203709,0.0230711748608659,0.0207734998747224,"CLDN12/CLDN2/CLDN3/CLDN4/CLDN6/CLDN9",6
"R-HSA-500792","GPCR ligand binding","21/371","201/7637",0.000722772731752282,0.0252282101130678,0.0227157144265003,"ADORA1/ADRA2A/AGT/CALCA/CASR/CCL28/CGA/F2/GABBR2/GIPR/GPR35/GPR39/HTR2B/KISS1R/NPW/RAMP1/SAA1/SST/TAS1R3/UCN3/WNT10A",21
"R-HSA-114608","Platelet degranulation ","14/371","110/7637",0.000830969643318738,0.0276863976614834,0.0249290892995621,"ALB/ECM1/F5/FGA/FGB/HSPA5/MANF/ORM1/ORM2/RAB27B/SCG3/SERPINA4/TF/TIMP1",14
"R-HSA-2022090","Assembly of collagen fibrils and other multimeric structures","9/371","54/7637",0.00104149982871083,0.0331921467150017,0.029886516823876,"COL11A2/COL1A2/COL3A1/COL5A1/COL5A2/COL6A3/COL9A2/LOXL2/MMP7",9
"R-HSA-76005","Response to elevated platelet cytosolic Ca2+","14/371","114/7637",0.00118577327361822,0.0362154920650898,0.032608765024501,"ALB/ECM1/F5/FGA/FGB/HSPA5/MANF/ORM1/ORM2/RAB27B/SCG3/SERPINA4/TF/TIMP1",14
"R-HSA-140877","Formation of Fibrin Clot (Clotting Cascade)","6/371","26/7637",0.00126872649841422,0.0371990609335051,0.0334943795581355,"CD177/F2/F5/FGA/FGB/PROC",6
"R-HSA-913709","O-linked glycosylation of mucins","8/371","47/7637",0.00170912474438541,0.0443222222519903,0.0399081400904688,"B3GNT6/B3GNTL1/CHST4/MUC13/MUC16/MUC21/MUC5B/MUC6",8
"R-HSA-5621480","Dectin-2 family","5/371","19/7637",0.00173959696659546,0.0443222222519903,0.0399081400904688,"MUC13/MUC16/MUC21/MUC5B/MUC6",5
"R-HSA-977068","Termination of O-glycan biosynthesis","5/371","19/7637",0.00173959696659546,0.0443222222519903,0.0399081400904688,"MUC13/MUC16/MUC21/MUC5B/MUC6",5
"R-HSA-2173782","Binding and Uptake of Ligands by Scavenger Receptors","7/371","37/7637",0.00175353948882363,0.0443222222519903,0.0399081400904688,"ALB/AMBP/COL1A2/COL3A1/HPX/HYOU1/SAA1",7
"R-HSA-112315","Transmission across Chemical Synapses","15/371","135/7637",0.00222447029684663,0.0514004724552193,0.0462814622379874,"ACHE/CACNB3/CHRNA9/CPLX1/GABBR2/GABRB3/GRIK3/GRIK5/GRIN1/GRIN2A/GRIN2C/RIMS1/SLC1A7/SLC6A3/SNAP25",15
"R-HSA-375165","NCAM signaling for neurite out-growth","8/371","49/7637",0.00225229264607247,0.0514004724552193,0.0462814622379874,"CACNB3/COL3A1/COL5A1/COL5A2/COL6A3/COL9A2/SPTBN4/SPTBN5",8
"R-HSA-421270","Cell-cell junction organization","8/371","49/7637",0.00225229264607247,0.0514004724552193,0.0462814622379874,"CDH15/CDH17/CLDN12/CLDN2/CLDN3/CLDN4/CLDN6/CLDN9",8
"R-HSA-419037","NCAM1 interactions","6/371","29/7637",0.00231407311189937,0.0514004724552193,0.0462814622379874,"CACNB3/COL3A1/COL5A1/COL5A2/COL6A3/COL9A2",6
"R-HSA-5423646","Aflatoxin activation and detoxification","4/371","13/7637",0.0027611522843497,0.0565297224487927,0.0508998865159662,"ACY3/AKR7A3/DPEP1/MGST1",4
"R-HSA-76009","Platelet Aggregation (Plug Formation)","6/371","30/7637",0.00277635744632543,0.0565297224487927,0.0508998865159662,"ADRA2A/COL1A2/F2/FGA/FGB/THPO",6
"R-HSA-8874081","MET activates PTK2 signaling","6/371","30/7637",0.00277635744632543,0.0565297224487927,0.0508998865159662,"COL11A2/COL1A2/COL3A1/COL5A1/COL5A2/MET",6
"R-HSA-112316","Neuronal System","20/371","210/7637",0.00294321256557062,0.0583074273125207,0.0525005484669354,"ACHE/CACNB3/CHRNA9/CPLX1/GABBR2/GABRB3/GRIK3/GRIK5/GRIN1/GRIN2A/GRIN2C/KCNJ11/KCNN4/KCNQ2/KCNQ3/RIMS1/SLC1A7/SLC6A3/SLITRK5/SNAP25",20
"R-HSA-159740","Gamma-carboxylation of protein precursors","3/371","7/7637",0.00343825829760291,0.0663221929511298,0.0597171178004715,"F2/GGCX/PROC",3
"R-HSA-3906995","Diseases associated with O-glycosylation of proteins","8/371","53/7637",0.00373871632803387,0.0702686940627905,0.0632705840128809,"ADAMTS12/ADAMTS16/LFNG/MUC13/MUC16/MUC21/MUC5B/MUC6",8
