,logFC,t,P.Value,adj.P.Val,B,direction
STX11,-3.62607617103394,-28.0595954751332,1.95492392650863e-88,2.55000276973786e-84,191.008583752076,down
PYCR1,3.69962315193049,26.0605924731511,2.93452445955789e-81,1.91389685252365e-77,174.60337201668,up
SH2D3C,-2.78433517176556,-25.3559260121296,1.1115766913525e-78,4.83313545400065e-75,168.706439261816,down
KANK3,-3.17551328627173,-25.1852856125098,4.72055278011873e-78,1.53937226159672e-74,167.269852002685,down
GIMAP8,-2.93497343997802,-23.8832219129419,3.24821014433282e-73,8.47393062453546e-70,156.201992530057,down
LIMS2,-3.25053010933316,-23.7852408526819,7.56504747843471e-73,1.51406678246048e-69,155.361804067867,down
ACVRL1,-2.83965929826209,-23.776967964014,8.12516672586886e-73,1.51406678246048e-69,155.290818685465,down
FGD5,-2.72300905057628,-23.6608182523653,2.21652194611027e-72,3.61403903313279e-69,154.293458165853,down
HSPA12B,-3.25583725375974,-23.4065236474587,2.00412887601184e-71,2.67302990593255e-68,152.1050986189,down
LDB2,-2.97884735020886,-23.4039565734819,2.04924095824329e-71,2.67302990593255e-68,152.082974384058,down
RTKN2,-4.58109228642414,-23.2088711436463,1.11450438537234e-70,1.32159956389062e-67,150.399735333304,down
TEK,-3.6644986837366,-23.1190701693875,2.43317775266134e-70,2.64486421714288e-67,149.62366315342,down
ROBO4,-3.27027687712471,-23.0837908454917,3.30735790976997e-70,3.31855204423381e-67,149.318561200578,down
S1PR1,-3.07284099565322,-22.9316366604361,1.24451092526489e-69,1.1595286077968e-66,148.001339696555,down
C16orf59,3.93820170443143,22.5816043434245,2.645513077374e-68,2.30053817208443e-65,144.962814101695,up
SPOCK2,-3.99886642235606,-22.1689097026933,9.85727284988071e-67,8.03614169086525e-64,141.366113637836,down
TMEM177,1.90217313133939,21.9549093544959,6.47141993079473e-66,4.96548244572273e-63,139.495267654704,up
CDH5,-2.91173214007307,-21.8043269647886,2.43800222045959e-65,1.76673894242638e-62,138.176554468443,down
FAM107A,-5.06068908417088,-21.5155271983321,3.11876713640686e-64,2.14111571196269e-61,135.642321771731,down
CAV1,-4.3334711773697,-21.3751917959633,1.07864561535519e-63,7.03492670334655e-61,134.408536262578,down
RAMP2,-3.0338045285154,-21.2984916679536,2.12656876952526e-63,1.32090300141369e-60,133.73358724799,down
RAMP3,-3.29793963480567,-21.2841904274645,2.41361259478368e-63,1.43105284937992e-60,133.607690458844,down
GIMAP6,-2.54709843028929,-21.2033235857749,4.939924654813e-63,2.80158161727743e-60,132.89552156816,down
ARHGEF15,-2.93657655510664,-21.0912283430679,1.33421689956349e-62,7.25146884912757e-60,131.90755478671,down
GPR146,-2.55369707210338,-21.0670394724103,1.65344830156254e-62,8.62703185823268e-60,131.694245958796,down
EDNRB,-4.02559820023567,-20.9286645995456,5.64521761218816e-62,2.83216225128394e-59,130.473209833646,down
FOXF1,-3.09690245263347,-20.9196230795013,6.11710389520659e-62,2.95524085959536e-59,130.393380704347,down
STARD8,-2.58023476493312,-20.8229763793874,1.4433584227288e-61,6.7239883093123e-59,129.539726981829,down
C10orf54,-2.03917771008542,-20.8087422332779,1.63797382318638e-61,7.3674932929804e-59,129.413948132547,down
USHBP1,-2.92179419963608,-20.7659550119746,2.3958898143725e-61,1.04173289128917e-58,129.035782204485,down
AGER,-6.87687200750582,-20.6673391971159,5.75864954211187e-61,2.42309111700991e-58,128.16373455989,down
CLEC1A,-2.66276295413977,-20.6002251436749,1.04632532953164e-60,4.26508362450335e-58,127.569898891764,down
OTUD1,-2.03628318688432,-20.5965025463572,1.08157182932923e-60,4.27515846720317e-58,127.536952495554,down
MYCT1,-2.60679079747878,-20.508221377031,2.37349596544093e-60,9.10584746270925e-58,126.755379668037,down
FHL1,-3.97958968813138,-20.4531413524111,3.87663499630797e-60,1.44476648262403e-57,126.267503284606,down
PNPLA6,-1.73594358873907,-20.4385779135041,4.41371023564858e-60,1.59923434205e-57,126.138475842336,down
CLEC3B,-4.52587032676781,-20.3480187872131,9.8927298537517e-60,3.48758833006317e-57,125.335869548621,down
JAM2,-2.71942312621635,-20.2741969582395,1.91072065779579e-59,6.55880006849691e-57,124.68125044536,down
PRX,-3.66661678880858,-20.2295255951165,2.84613264715e-59,9.51921903831401e-57,124.28497454755,down
TRPV2,-2.32467628395527,-20.217509871683,3.16819945960753e-59,1.03314984377802e-56,124.178365030089,down
CYYR1,-2.49663713303636,-20.2065526264093,3.49358732378482e-59,1.1114720256451e-56,124.081139874587,down
SEMA3G,-3.29896063050283,-20.1975995644957,3.78413516066543e-59,1.17524426275524e-56,124.001693185832,down
GPIHBP1,-5.02554710039751,-20.1280856142096,7.0373999018423e-59,2.13478707720072e-56,123.384698666775,down
HPS5,-1.36467278945378,-20.0899426934297,9.89252231932115e-59,2.9326832075733e-56,123.04603738704,down
TAL1,-3.00794697389707,-20.0873117031348,1.01276720708808e-58,2.93567454427931e-56,123.022674633932,down
EMP2,-2.9193468952893,-19.884034887291,6.22662041323074e-58,1.76565297109091e-55,121.21652724718,down
CALCRL,-3.02748787164421,-19.8007960642862,1.310648814455e-57,3.63746875228746e-55,120.476342006134,down
LYVE1,-3.78351503858349,-19.7946131159014,1.38516570958644e-57,3.76418781580114e-55,120.421348069137,down
SRPK1,1.6394599610253,19.7373155685898,2.31254255789347e-57,6.15608267860459e-55,119.911632369415,up
THSD1,-2.50673207311892,-19.6375784316261,5.64547315379767e-57,1.47279103636274e-54,119.024017348239,down
FGR,-2.6900477632741,-19.5750991040611,9.87669845414265e-57,2.52611087521248e-54,118.46775503562,down
DPEP2,-2.99905862139708,-19.5502903804615,1.23334597918113e-56,3.09380095239204e-54,118.24683282317,down
NECAB1,-3.74682459779725,-19.4094174381473,4.35614752649922e-56,1.07210544029539e-53,116.991872423381,down
EPAS1,-2.72779587857811,-19.4057148854739,4.5030909932799e-56,1.08774664659895e-53,116.958877621288,down
GYPC,-2.10560255295804,-19.362723305496,6.61950206681e-56,1.56990518108127e-53,116.57572485996,down
PTPN21,-2.73182419986361,-19.3482196352259,7.53837264356316e-56,1.75590237076139e-53,116.446448130348,down
ECSCR,-2.66122376913696,-19.343253674988,7.88147094237428e-56,1.80361240302333e-53,116.402182800214,down
TIE1,-2.44012959123446,-19.2936320416986,1.22964043198996e-55,2.76541893015121e-53,115.959817143503,down
PDLIM2,-2.15976898565348,-19.2122604128387,2.55053693975438e-55,5.63884810884002e-53,115.234212857294,down
FEZ1,-2.45023833922402,-19.1611416708922,4.03398724306637e-55,8.76988826642629e-53,114.778259502977,down
GIMAP7,-2.46056322133761,-19.1367497678946,5.02056142589554e-55,1.07357710228494e-52,114.560664750177,down
ERG,-2.37224098805503,-19.1224878547327,5.70575349699524e-55,1.18194009824781e-52,114.433428206484,down
CLEC14A,-2.58762621591066,-19.1224333810544,5.70854233284361e-55,1.18194009824781e-52,114.432942210945,down
RASIP1,-2.79258401995466,-19.1025956199267,6.82044665050554e-55,1.39009228295616e-52,114.255950023069,down
FLI1,-2.07791408664231,-19.0277355235632,1.33510527846317e-54,2.67924819265747e-52,113.587935884082,down
PTRF,-2.48476834752996,-19.0251613005843,1.36630505162993e-54,2.70031562022134e-52,113.564961684219,down
SLC6A4,-8.39343117846757,-18.9825162018588,2.0033421392559e-54,3.90023803947075e-52,113.184337161804,down
STARD13,-2.13495651829868,-18.8294481824412,7.91621723014997e-54,1.51851672867759e-51,111.817712328063,down
LMO2,-2.14851776911541,-18.8199074505542,8.62428395965252e-54,1.63036463724214e-51,111.732509479926,down
PPAT,2.11150961955193,18.7520172861042,1.5867136924851e-53,2.95672762925367e-51,111.126154372056,up
PPP1R14B,1.93141215099163,18.7328669917805,1.8844936829138e-53,3.46215994365177e-51,110.95509468772,up
IQGAP3,3.92495601142666,18.7102906232248,2.30812386989238e-53,4.18155107762169e-51,110.753420488356,up
SDPR,-3.91151639765133,-18.6983277962177,2.56995199427496e-53,4.54958019839837e-51,110.646552013728,down
NLRC4,-2.59393339234542,-18.69784913495,2.58102525821435e-53,4.54958019839837e-51,110.642275882504,down
GRK5,-2.82161955307093,-18.6758256589691,3.14562995355684e-53,5.47087961522606e-51,110.445523039281,down
WNT3A,-5.92592318373616,-18.6509290415647,3.93402412404046e-53,6.75202772026101e-51,110.223089158664,down
ALDH18A1,1.64639860332944,18.5999394219745,6.2198700641177e-53,1.0536621443682e-50,109.767490934617,up
GRASP,-2.6124573710698,-18.5066360673798,1.43839546020141e-52,2.40543979267528e-50,108.933679246782,down
GIMAP4,-2.06802318775158,-18.4901707624394,1.6677775131165e-52,2.75373289634071e-50,108.786518999197,down
FABP4,-6.47694528114853,-18.4856842128955,1.73639415800504e-52,2.83119067462722e-50,108.7464191948,down
PRAM1,-3.17024512000171,-18.482745214494,1.78286634050428e-52,2.87107512907875e-50,108.720150874169,down
CD101,-2.95488105366198,-18.4777671917325,1.86443570733952e-52,2.96581699591911e-50,108.675657719528,down
CD93,-2.50038094242762,-18.3793438723254,4.51563276044435e-52,7.09661611171519e-50,107.795873917009,down
GLIPR2,-2.51883246080235,-18.332807168572,6.86097312710261e-52,1.06541111273722e-49,107.379841280463,down
STIL,2.73731972763181,18.3309176998635,6.97849851083154e-52,1.07091217147396e-49,107.362949011988,up
TOP2A,3.99689619337802,18.2793776797199,1.1091143755551e-51,1.68224278078381e-49,106.902151721696,up
UPK3B,-6.40246115481426,-18.2659830132997,1.25104248758518e-51,1.8757009434553e-49,106.782390271357,down
MFNG,-2.00641005805395,-18.2430774542934,1.53710154558945e-51,2.278403700076e-49,106.577587214857,down
DNAH14,2.57693340943872,18.2368140197478,1.62613813731097e-51,2.383297287987e-49,106.521583586091,up
SPTBN2,2.72387210599609,18.2272653207375,1.77190170401933e-51,2.56807620302535e-49,106.436204386202,up
MMRN2,-2.41723635228202,-18.2116088869305,2.03971719047694e-51,2.92374406951442e-49,106.29621106087,down
CLDN5,-3.32200555978097,-18.106058032986,5.26888973876464e-51,7.47036932091804e-49,105.352357598751,down
LRRC32,-2.49013876420203,-18.0580441335973,8.11361655971278e-51,1.13800015489133e-48,104.922979357559,down
RAI2,-2.62453435400987,-18.0317286373127,1.02796884199964e-50,1.42647080585567e-48,104.687639052795,down
CD300LG,-7.15418578934165,-18.0006683021013,1.35917970912442e-50,1.866225276402e-48,104.409860591117,down
RASGRP4,-2.78472110186307,-17.9762703381885,1.6926118668546e-50,2.29983637408868e-48,104.191661755225,down
E2F8,3.7694990582737,17.9687736518803,1.81064852772443e-50,2.43485560779768e-48,104.124615979085,up
MEX3A,4.13100501325636,17.9630387339602,1.90647349818028e-50,2.53755513370036e-48,104.073326236117,up
ARHGAP6,-2.80903885968449,-17.9569996776272,2.0128675770762e-50,2.65210552276586e-48,104.019316327536,down
CASKIN2,-1.73620283063515,-17.9492501034597,2.15814111752326e-50,2.81507927369734e-48,103.95000832798,down
RHOJ,-2.11460098307629,-17.9408854505128,2.3267336112827e-50,3.00494190352193e-48,103.875199176172,down
TMEM204,-2.17655716310517,-17.9293665339454,2.58066795811376e-50,3.30021890643489e-48,103.772179568622,down
HEG1,-2.43338649047006,-17.9012524393845,3.3229848975706e-50,4.16904931627001e-48,103.520739302316,down
ETV4,4.04524083915896,17.9012188412123,3.32398902861147e-50,4.16904931627001e-48,103.520438813801,up
OTX1,4.26215531482314,17.8549747642047,5.0380430106267e-50,6.25868886005854e-48,103.106848818874,up
DOK2,-2.66390658435644,-17.8350236530601,6.02808798466683e-50,7.41796034641454e-48,102.928412851073,down
PAICS,1.93187687939809,17.8043547453531,7.94245995395075e-50,9.68237828404986e-48,102.654120580224,up
CDC25C,4.61245415794987,17.7831350319725,9.61229701814764e-50,1.16095187319183e-47,102.464339085507,up
GIMAP1,-2.30801237535103,-17.7460809091517,1.34134035415736e-49,1.59902262921197e-47,102.132942017946,down
ERCC6L,3.3148018839349,17.7454926179211,1.34845514576293e-49,1.59902262921197e-47,102.12768060309,up
S1PR4,-2.45314886532081,-17.729720086547,1.55394081189139e-49,1.82609044597399e-47,101.986618446311,down
MND1,4.20575469352084,17.6591961501827,2.92991000059069e-49,3.41229875425937e-47,101.355895899469,up
ITLN2,-8.02745537543152,-17.5907898169682,5.41994383183282e-49,6.25643781791392e-47,100.744135605421,down
OSCAR,-3.01330477083508,-17.5806356818164,5.93810258120858e-49,6.79443947976182e-47,100.653329382689,down
TLR4,-2.16718429719788,-17.5789225352254,6.03028272631393e-49,6.83991372887294e-47,100.638009158828,down
FMO2,-4.06921433501804,-17.555875736276,7.41884751243505e-49,8.34236611656921e-47,100.431909801375,down
MS4A7,-2.63510137776364,-17.4979486816381,1.24892434326387e-48,1.39239052423367e-46,99.9139083889663,down
SPAG5,3.34128033579439,17.4916794944032,1.32134416848395e-48,1.46064519777158e-46,99.8578492685113,up
PRKCE,-1.93472912710529,-17.4807907232486,1.45724933873041e-48,1.59239324140125e-46,99.7604827296355,down
STX12,-1.10946500286402,-17.4802050443965,1.46494318436177e-48,1.59239324140125e-46,99.7552456694941,down
MGAT3,-3.79410124373734,-17.4649341750275,1.68053979166315e-48,1.81164967293009e-46,99.6186969133612,down
IL3RA,-2.15127254064076,-17.4571456088687,1.80243804132644e-48,1.92713129598869e-46,99.5490542290529,down
