,logFC,logCPM,LR,PValue,FDR,direction
KANK3,-4.03482015207632,3.33485280428068,1484.1243956034,0,0,down
LDB2,-3.86522352439813,4.2980272576272,1585.44030259829,0,0,down
ACVRL1,-3.64762804364476,5.56652037515544,1672.65064377177,0,0,down
ROBO4,-4.01525362007646,5.08229814569967,1359.79148721279,1.1479299491429e-297,3.74339956415501e-294,down
SH2D3C,-3.51488963364584,4.96605124119596,1320.97193230333,3.13151605996992e-289,8.16949909724954e-286,down
ESAM,-3.42789294627482,5.42873103226008,1317.16633190496,2.10259587500944e-288,4.57104343227052e-285,down
ARHGEF15,-3.86361113305858,3.70228930243589,1311.05661204459,4.47170016846633e-287,8.33269385678211e-284,down
CDH5,-3.87676869358781,5.95995314365124,1257.6319187449,1.82186987317017e-275,2.97055882820397e-272,down
DLC1,-4.401812913102,6.06363080024763,1222.36402759887,8.41412932046873e-268,1.21948780951327e-264,down
STARD8,-3.4861612027681,3.42783934381011,1207.24480004528,1.62482244038985e-264,2.11941839124452e-261,down
TEK,-4.52737604046832,4.25912772359482,1199.5805436045,7.52417217187901e-263,8.92230016454452e-260,down
MYCT1,-3.45787532854967,3.32689688216345,1176.88019948169,6.45531507150603e-258,7.01692748272706e-255,down
SCARF1,-2.92226301256665,4.09292208682848,1160.08960854313,2.87781572834559e-254,2.88755602773383e-251,down
RAMP3,-3.98921941061186,4.54274191084784,1159.24680193056,4.38766696898157e-254,4.08805199595683e-251,down
S1PR1,-4.0156877276826,5.13475686572036,1146.62179261716,2.43272683667418e-251,2.11549925717187e-248,down
CD93,-3.5714672102318,6.66160403254227,1133.69747541222,1.56686065521843e-248,1.27738314916682e-245,down
SLC9A3R2,-2.83919034063846,6.26242444407518,1124.07401753938,1.93457499766939e-246,1.4843880158588e-243,down
HSPA12B,-3.72932246504069,3.64920997006753,1117.24460072867,5.90059164014638e-245,4.27596207522607e-242,down
KANK2,-3.02513393364276,6.15910236466604,1109.95792547137,2.26253507699788e-243,1.55328987075581e-240,down
CDCA5,4.59817973632506,5.7044437408667,1091.13135697916,2.7953793006823e-239,1.823146379905e-236,up
KLF2,-3.83929457240646,4.72504647327016,1088.53724085119,1.02391011468316e-238,6.35994454091768e-236,down
