"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-6798695","Neutrophil degranulation","59/594","406/7686",1.17477792543463e-06,0.000793684720302097,0.000719054910945628,"AGPAT2/ALDH3B1/ANO6/ANPEP/ARHGAP9/ASAH1/ATP11A/ATP8A1/C3/CD14/CD47/CD55/CD59/CD63/CEACAM6/CHIT1/COTL1/CRISPLD2/CST3/CTSD/CTSH/ENPP4/FCGR2A/FGL2/FUCA1/GCA/ADGRG3/GRN/HLA-C/ARHGAP45/HP/IQGAP2/LGALS3/LPCAT1/MVP/NPC2/ORM1/PGM1/PIGR/PRKCD/PTPRJ/PTPRN2/QSOX1/RAB27A/RAB31/RAB37/RHOF/SDCBP/SELL/SERPINB6/SLC44A2/SLPI/SPTAN1/TCIRG1/TIMP2/TLR2/TMEM173/TNFRSF1B/VAT1",59
"R-HSA-109582","Hemostasis","66/594","477/7686",1.56854687806739e-06,0.000793684720302097,0.000719054910945628,"ANXA5/APLP2/ATP2A3/CABLES1/CD47/CD48/CD63/CD74/CD84/CEACAM6/CLU/DOCK10/DOCK6/DOCK9/F13A1/FGA/FGG/FYN/GNA14/GNAI2/GUCY1A1/HGF/JCHAIN/INPP5D/ITGA1/ITGA10/ITGA2B/ITGA4/ITIH4/ITPR1/ITPR2/JAK2/JMJD1C/KCNMB1/KIF12/KIF13B/KIF9/LHFPL2/MAFK/MAPK3/MGLL/MICAL1/MRVI1/ORM1/PDE3A/PIK3CG/PRKCD/PRKCZ/QSOX1/RAC2/RAPGEF3/RHOB/SDC4/SELL/SERPINB6/SERPIND1/SERPINF2/TFPI/THBS1/TLN1/TNFRSF10D/TREM1/TRPC6/TTN/TUBA1A/ZFPM2",66
"R-HSA-5173105","O-linked glycosylation","20/594","84/7686",4.0915697263666e-06,0.001380222854361,0.00125044113391765,"ADAMTS10/ADAMTS15/ADAMTS9/B4GAT1/B3GNT7/B3GNT8/GALNT10/GALNT12/GALNT5/GCNT4/MUC1/MUC15/MUC21/MUC5B/SPON1/ST3GAL2/ST6GALNAC4/THBS1/THSD7A/GALNT17",20
"R-HSA-913709","O-linked glycosylation of mucins","13/594","44/7686",1.7002333445269e-05,0.0040302803870027,0.00365131497511894,"B3GNT7/B3GNT8/GALNT10/GALNT12/GALNT5/GCNT4/MUC1/MUC15/MUC21/MUC5B/ST3GAL2/ST6GALNAC4/GALNT17",13
"R-HSA-388396","GPCR downstream signalling","55/594","404/7686",1.9912452504954e-05,0.0040302803870027,0.00365131497511894,"ABR/ADCY6/ADCY7/ADORA1/ADRA1D/AKAP13/ARHGEF17/ARHGEF2/ARHGEF3/C3/C5/CCL13/CCR2/CCR5/CCR6/CXCL5/CYP4V2/CYSLTR1/EDNRA/FFAR2/FGD4/FPR3/GNA14/GNAI2/GPR132/GPR183/GPR39/GPSM3/ITPR1/ITPR2/LRP1/LRP2/MAPK3/MGLL/PDE3A/PDE4A/PDE4D/PDE7B/PIK3CG/PLCB2/PPP1R1B/PRKCD/PTGER2/PTGFR/REEP5/RGS11/RGS3/RGS9/RHOB/RPS6KA1/RPS6KA2/S1PR2/SCTR/SDC4/TRPC6",55
"R-HSA-372790","Signaling by GPCR","58/594","446/7686",4.58898612429403e-05,0.00774008992964259,0.00701229283203526,"ABR/ADCY6/ADCY7/ADORA1/ADRA1D/AKAP13/ARHGEF17/ARHGEF2/ARHGEF3/C3/C5/CCL13/CCR2/CCR5/CCR6/CD55/CXCL5/CYP4V2/CYSLTR1/EDNRA/FFAR2/FGD4/FPR3/FZD5/GNA14/GNAI2/GPR132/GPR183/GPR39/GPSM3/ITPR1/ITPR2/PLPPR4/LRP1/LRP2/MAPK3/MGLL/PDE3A/PDE4A/PDE4D/PDE7B/PIK3CG/PLCB2/PPP1R1B/PRKCD/PTGER2/PTGFR/REEP5/RGS11/RGS3/RGS9/RHOB/RPS6KA1/RPS6KA2/S1PR2/SCTR/SDC4/TRPC6",58
"R-HSA-449147","Signaling by Interleukins","49/594","371/7686",0.000123926767563241,0.0172313738354516,0.0156111156757628,"CCR2/CCR5/CD80/CEBPD/CISH/CSF1/CSF1R/CSF2RA/DUSP6/F13A1/FYN/GAB2/HGF/ICAM1/IL11RA/IL17RE/IL1R1/IL2RG/IL32/IL4R/IL6R/IL6ST/IL7/INPP5D/IRAK3/JAK2/JUN/LIF/MAOA/MAPK3/MCL1/MEF2C/MSN/MUC1/MYD88/NDN/NFKBIA/NOD1/OSM/PTGS2/RHOU/RORC/RPS6KA1/RPS6KA2/SIGIRR/STAT4/STAT5A/TEC/TNFRSF1B",49
"R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling","18/594","90/7686",0.000145483289535249,0.0172313738354516,0.0156111156757628,"CEBPD/F13A1/HGF/ICAM1/IL2RG/IL4R/IL6R/JAK2/LIF/MAOA/MCL1/MUC1/NDN/OSM/PTGS2/RHOU/RORC/TNFRSF1B",18
"R-HSA-216083","Integrin cell surface interactions","16/594","75/7686",0.000153243443200656,0.0172313738354516,0.0156111156757628,"CD47/COL4A4/COL8A1/FGA/FGG/ICAM1/ICAM3/ICAM5/ITGA1/ITGA10/ITGA2B/ITGA4/ITGA7/ITGA9/KDR/THBS1",16
"R-HSA-399955","SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion","6/594","14/7686",0.000364145876293726,0.036851562680925,0.0333864271844037,"FES/FYN/NRP1/PLXNA2/PLXNA4/TLN1",6
"R-HSA-76002","Platelet activation, signaling and aggregation","31/594","213/7686",0.000421881487239439,0.0388130968260284,0.0351635191756509,"ANXA5/APLP2/CD63/CLU/F13A1/FGA/FGG/FYN/GNA14/GNAI2/HGF/ITGA2B/ITIH4/ITPR1/ITPR2/LHFPL2/MAPK3/MGLL/ORM1/PIK3CG/PRKCD/PRKCZ/QSOX1/RAC2/RAPGEF3/RHOB/SERPINF2/THBS1/TLN1/TRPC6/TTN",31
